"zebrafish_ensembl","zebrafish_symbol","human_ensembl","human_symbol","orthology_type"
"ENSDARG00000002956","ITGAM.1","ENSG00000140678","ITGAX","ortholog_one2many"
"ENSDARG00000002959","GPR34B","ENSG00000171659","GPR34","ortholog_one2many"
"ENSDARG00000002967","PDAP1B","ENSG00000106244","PDAP1","ortholog_one2one"
"ENSDARG00000002968","A1CF","ENSG00000148584","A1CF","ortholog_one2one"
"ENSDARG00000002970","SS18","ENSG00000141380","SS18","ortholog_one2one"
"ENSDARG00000002971","PHC1","ENSG00000047634","SCML1","ortholog_many2many"
"ENSDARG00000002971","PHC1","ENSG00000129028","THAP10","ortholog_many2many"
"ENSDARG00000002986","GDA","ENSG00000119125","GDA","ortholog_one2one"
"ENSDARG00000002991","CEP135","ENSG00000126001","CEP250","ortholog_many2many"
"ENSDARG00000002994","ITPKCA","ENSG00000086544","ITPKC","ortholog_one2many"
"ENSDARG00000003008","PRKCEA","ENSG00000171132","PRKCE","ortholog_one2many"
"ENSDARG00000003020","LRRC4.2","ENSG00000128594","LRRC4","ortholog_one2many"
"ENSDARG00000003021","HDAC8","ENSG00000147099","HDAC8","ortholog_one2one"
"ENSDARG00000003022","LIMK1B","ENSG00000106683","LIMK1","ortholog_one2many"
"ENSDARG00000003027","SCNM1","ENSG00000163156","SCNM1","ortholog_one2one"
"ENSDARG00000003035","HSPA9","ENSG00000113013","HSPA9","ortholog_one2one"
"ENSDARG00000003046","SORBS2A","ENSG00000154556","SORBS2","ortholog_one2many"
"ENSDARG00000003054","TACR3L","ENSG00000169836","TACR3","ortholog_one2many"
"ENSDARG00000003058","CEP43","ENSG00000213066","CEP43","ortholog_one2one"
"ENSDARG00000003061","CD276","ENSG00000103855","CD276","ortholog_one2one"
"ENSDARG00000003068","GORASP1A","ENSG00000114745","GORASP1","ortholog_one2many"
"ENSDARG00000003069","BTBD7","ENSG00000011114","BTBD7","ortholog_one2one"
"ENSDARG00000003077","GPX9","ENSG00000233276","GPX1","ortholog_one2one"
"ENSDARG00000003081","MYBPHB","ENSG00000133055","MYBPH","ortholog_one2many"
"ENSDARG00000003084","SPIRE2","ENSG00000204991","SPIRE2","ortholog_one2one"
"ENSDARG00000003085","STAMBPL1","ENSG00000138134","STAMBPL1","ortholog_one2one"
"ENSDARG00000003087","UBXN6","ENSG00000167671","UBXN6","ortholog_one2one"
"ENSDARG00000003091","OCLNB","ENSG00000197822","OCLN","ortholog_one2many"
"ENSDARG00000003098","KDM5BB","ENSG00000117139","KDM5B","ortholog_one2many"
"ENSDARG00000003109","RCAN1A","ENSG00000159200","RCAN1","ortholog_one2many"
"ENSDARG00000003113","ADA","ENSG00000196839","ADA","ortholog_one2one"
"ENSDARG00000003127","ZGC:123105","ENSG00000122203","KIAA1191","ortholog_one2one"
"ENSDARG00000003132","APIP","ENSG00000149089","APIP","ortholog_one2one"
"ENSDARG00000003144","PXMP2","ENSG00000176894","PXMP2","ortholog_one2one"
"ENSDARG00000003151","SKP1","ENSG00000113558","SKP1","ortholog_one2one"
"ENSDARG00000003153","NUDT21","ENSG00000167005","NUDT21","ortholog_one2one"
"ENSDARG00000003157","NFKBIL1","ENSG00000204498","NFKBIL1","ortholog_one2one"
"ENSDARG00000003165","NR2F6B","ENSG00000160113","NR2F6","ortholog_one2many"
"ENSDARG00000003167","MLST8","ENSG00000167965","MLST8","ortholog_one2one"
"ENSDARG00000003169","MAGI1B","ENSG00000151276","MAGI1","ortholog_one2many"
"ENSDARG00000003175","STX5AL","ENSG00000162236","STX5","ortholog_one2many"
"ENSDARG00000003181","SULT1ST4","ENSG00000109193","SULT1E1","ortholog_many2many"
"ENSDARG00000003181","SULT1ST4","ENSG00000197165","SULT1A2","ortholog_many2many"
"ENSDARG00000003181","SULT1ST4","ENSG00000196502","SULT1A1","ortholog_many2many"
"ENSDARG00000003181","SULT1ST4","ENSG00000261052","SULT1A3","ortholog_many2many"
"ENSDARG00000003181","SULT1ST4","ENSG00000213648","SULT1A4","ortholog_many2many"
"ENSDARG00000003181","SULT1ST4","ENSG00000105398","SULT2A1","ortholog_many2many"
"ENSDARG00000003189","PSMD1","ENSG00000173692","PSMD1","ortholog_one2one"
"ENSDARG00000003193","RASSF7B","ENSG00000099849","RASSF7","ortholog_one2many"
"ENSDARG00000003200","FOXM1","ENSG00000111206","FOXM1","ortholog_one2one"
"ENSDARG00000003203","RHCGA","ENSG00000140519","RHCG","ortholog_one2many"
"ENSDARG00000003205","NGLY1","ENSG00000151092","NGLY1","ortholog_one2one"
"ENSDARG00000003206","CHCHD6A","ENSG00000159685","CHCHD6","ortholog_one2many"
"ENSDARG00000003207","MTERF3","ENSG00000156469","MTERF3","ortholog_one2one"
"ENSDARG00000003208","POMK","ENSG00000185900","POMK","ortholog_one2one"
"ENSDARG00000003210","ANO2A","ENSG00000047617","ANO2","ortholog_one2many"
"ENSDARG00000003213","NAA15A","ENSG00000164134","NAA15","ortholog_one2many"
"ENSDARG00000003216","ANXA2A","ENSG00000182718","ANXA2","ortholog_one2many"
"ENSDARG00000003217","URB2","ENSG00000135763","URB2","ortholog_one2one"
"ENSDARG00000003219","BIN2A","ENSG00000110934","BIN2","ortholog_one2many"
"ENSDARG00000003229","GDF9","ENSG00000164404","GDF9","ortholog_one2one"
"ENSDARG00000003235","NUP88","ENSG00000108559","NUP88","ortholog_one2one"
"ENSDARG00000003250","PIK3CD","ENSG00000171608","PIK3CD","ortholog_one2one"
"ENSDARG00000003251","ZBTB22B","ENSG00000236104","ZBTB22","ortholog_one2many"
"ENSDARG00000003259","LOXA","ENSG00000113083","LOX","ortholog_one2one"
"ENSDARG00000003269","CLCN3","ENSG00000109572","CLCN3","ortholog_one2one"
"ENSDARG00000003270","DHPS","ENSG00000095059","DHPS","ortholog_one2one"
"ENSDARG00000003281","PIK3IP1","ENSG00000100100","PIK3IP1","ortholog_one2one"
"ENSDARG00000003287","WDR12","ENSG00000138442","WDR12","ortholog_one2one"
"ENSDARG00000003290","DAB1B","ENSG00000173406","DAB1","ortholog_one2many"
"ENSDARG00000003293","SOX9A","ENSG00000125398","SOX9","ortholog_one2many"
"ENSDARG00000003303","STC1","ENSG00000159167","STC1","ortholog_one2many"
"ENSDARG00000003307","STX16","ENSG00000124222","STX16","ortholog_one2one"
"ENSDARG00000003308","EMC2","ENSG00000104412","EMC2","ortholog_one2one"
"ENSDARG00000003311","PANK2","ENSG00000125779","PANK2","ortholog_one2one"
"ENSDARG00000003313","EPS8L1B","ENSG00000131037","EPS8L1","ortholog_one2many"
"ENSDARG00000003320","FAM91A1","ENSG00000176853","FAM91A1","ortholog_one2one"
"ENSDARG00000003326","CACNG5A","ENSG00000075429","CACNG5","ortholog_one2many"
"ENSDARG00000003328","SLF2","ENSG00000119906","SLF2","ortholog_one2one"
"ENSDARG00000003373","COMMD2","ENSG00000114744","COMMD2","ortholog_one2one"
"ENSDARG00000003375","GNG12A","ENSG00000172380","GNG12","ortholog_one2many"
"ENSDARG00000003380","PAOX","ENSG00000148832","PAOX","ortholog_one2many"
"ENSDARG00000003382","CWC25","ENSG00000273559","CWC25","ortholog_one2one"
"ENSDARG00000003383","ASB8","ENSG00000177981","ASB8","ortholog_one2one"
"ENSDARG00000003398","RBPJA","ENSG00000168214","RBPJ","ortholog_one2many"
"ENSDARG00000003399","FGF8A","ENSG00000107831","FGF8","ortholog_one2many"
"ENSDARG00000003403","TENM1","ENSG00000009694","TENM1","ortholog_one2one"
"ENSDARG00000003411","FOXA2","ENSG00000125798","FOXA2","ortholog_one2one"
"ENSDARG00000003414","CAPSLB","ENSG00000152611","CAPSL","ortholog_one2one"
"ENSDARG00000003420","CHRNA5","ENSG00000169684","CHRNA5","ortholog_one2one"
"ENSDARG00000003421","IGF2BP2A","ENSG00000073792","IGF2BP2","ortholog_one2many"
"ENSDARG00000003429","HNRNPDL","ENSG00000152795","HNRNPDL","ortholog_one2one"
"ENSDARG00000003444","DHRS7","ENSG00000100612","DHRS7","ortholog_one2one"
"ENSDARG00000003446","IPPK","ENSG00000127080","IPPK","ortholog_one2one"
"ENSDARG00000003449","PDE10A","ENSG00000112541","PDE10A","ortholog_one2one"
"ENSDARG00000003462","FECH","ENSG00000066926","FECH","ortholog_one2one"
"ENSDARG00000003469","NEUROD4","ENSG00000123307","NEUROD4","ortholog_one2one"
"ENSDARG00000003475","SULT1ST5","ENSG00000198075","SULT1C4","ortholog_one2many"
"ENSDARG00000003487","NUP93","ENSG00000102900","NUP93","ortholog_one2one"
"ENSDARG00000003495","MADD","ENSG00000110514","MADD","ortholog_one2one"
"ENSDARG00000003512","ANKS1B","ENSG00000185046","ANKS1B","ortholog_one2one"
"ENSDARG00000003517","IMPA1","ENSG00000133731","IMPA1","ortholog_one2one"
"ENSDARG00000003519","APRT","ENSG00000198931","APRT","ortholog_one2one"
"ENSDARG00000003520","TBC1D14","ENSG00000132405","TBC1D14","ortholog_one2one"
"ENSDARG00000003523","ITLN3","ENSG00000158764","ITLN2","ortholog_many2many"
"ENSDARG00000003526","PSMA5","ENSG00000143106","PSMA5","ortholog_one2one"
"ENSDARG00000003527","MAK16","ENSG00000198042","MAK16","ortholog_one2one"
"ENSDARG00000003531","TCEA1","ENSG00000187735","TCEA1","ortholog_one2one"
"ENSDARG00000003533","COL8A1B","ENSG00000144810","COL8A1","ortholog_one2one"
"ENSDARG00000003544","ADARB1B","ENSG00000197381","ADARB1","ortholog_one2many"
"ENSDARG00000003570","HSP90B1","ENSG00000166598","HSP90B1","ortholog_one2one"
"ENSDARG00000003573","DCTN5","ENSG00000166847","DCTN5","ortholog_one2one"
"ENSDARG00000003576","KLHL32","ENSG00000186231","KLHL32","ortholog_one2one"
"ENSDARG00000003584","PLA2G7","ENSG00000146070","PLA2G7","ortholog_one2one"
"ENSDARG00000003592","SURF1","ENSG00000148290","SURF1","ortholog_one2one"
"ENSDARG00000003599","RPL3","ENSG00000100316","RPL3","ortholog_one2one"
"ENSDARG00000003607","NR2F6A","ENSG00000160113","NR2F6","ortholog_one2many"
"ENSDARG00000003615","SLC26A3.2","ENSG00000091138","SLC26A3","ortholog_one2many"
"ENSDARG00000003616","ARIH1","ENSG00000166233","ARIH1","ortholog_one2many"
"ENSDARG00000003631","CLOCKB","ENSG00000134852","CLOCK","ortholog_one2many"
"ENSDARG00000003635","MOGAT3B","ENSG00000106384","MOGAT3","ortholog_one2one"
"ENSDARG00000003641","TFG","ENSG00000114354","TFG","ortholog_one2one"
"ENSDARG00000003642","ZFYVE19","ENSG00000166140","ZFYVE19","ortholog_one2one"
"ENSDARG00000003655","TMEM59L","ENSG00000105696","TMEM59L","ortholog_one2one"
"ENSDARG00000003675","CRYL1","ENSG00000165475","CRYL1","ortholog_one2one"
"ENSDARG00000003680","RUNX1T1","ENSG00000079102","RUNX1T1","ortholog_one2one"
"ENSDARG00000003681","EIF5","ENSG00000100664","EIF5","ortholog_one2one"
"ENSDARG00000003684","OBSL1A","ENSG00000124006","OBSL1","ortholog_one2many"
"ENSDARG00000003693","HARS","ENSG00000170445","HARS1","ortholog_one2many"
"ENSDARG00000003693","HARS","ENSG00000112855","HARS2","ortholog_one2many"
"ENSDARG00000003695","VDAC3","ENSG00000078668","VDAC3","ortholog_one2many"
"ENSDARG00000003697","SLC5A8L","ENSG00000100191","SLC5A4","ortholog_many2many"
"ENSDARG00000003699","ATP7A","ENSG00000165240","ATP7A","ortholog_one2one"
"ENSDARG00000003706","RYR2B","ENSG00000198626","RYR2","ortholog_one2one"
"ENSDARG00000003732","MITFA","ENSG00000187098","MITF","ortholog_one2one"
"ENSDARG00000003749","POLB","ENSG00000070501","POLB","ortholog_one2one"
"ENSDARG00000003750","PFAS","ENSG00000178921","PFAS","ortholog_one2one"
"ENSDARG00000003751","LATS1","ENSG00000131023","LATS1","ortholog_one2one"
"ENSDARG00000003754","TSPAN2A","ENSG00000134198","TSPAN2","ortholog_one2many"
"ENSDARG00000003757","CNPY1","ENSG00000146910","CNPY1","ortholog_one2many"
"ENSDARG00000003769","TADA2B","ENSG00000173011","TADA2B","ortholog_one2one"
"ENSDARG00000003776","PIP4K2AA","ENSG00000150867","PIP4K2A","ortholog_one2many"
"ENSDARG00000003779","CTNND2B","ENSG00000169862","CTNND2","ortholog_one2many"
"ENSDARG00000003789","DENND5B","ENSG00000170456","DENND5B","ortholog_one2one"
"ENSDARG00000003795","IDH2","ENSG00000182054","IDH2","ortholog_one2one"
"ENSDARG00000003797","ASB2A.1","ENSG00000100628","ASB2","ortholog_one2one"
"ENSDARG00000003803","LHX3","ENSG00000107187","LHX3","ortholog_one2one"
"ENSDARG00000003808","AQP3A","ENSG00000165272","AQP3","ortholog_one2many"
"ENSDARG00000003811","PLXNB2A.1","ENSG00000196576","PLXNB2","ortholog_one2many"
"ENSDARG00000003818","PRKAG1","ENSG00000181929","PRKAG1","ortholog_one2one"
"ENSDARG00000003820","NR1D2A","ENSG00000174738","NR1D2","ortholog_one2many"
"ENSDARG00000003822","ANKRD16","ENSG00000134461","ANKRD16","ortholog_one2one"
"ENSDARG00000003827","SNAPC1B","ENSG00000023608","SNAPC1","ortholog_one2many"
"ENSDARG00000003829","GALNT2","ENSG00000143641","GALNT2","ortholog_one2one"
"ENSDARG00000003841","USB1","ENSG00000103005","USB1","ortholog_one2one"
"ENSDARG00000003845","CHM","ENSG00000203668","CHML","ortholog_one2many"
"ENSDARG00000003845","CHM","ENSG00000188419","CHM","ortholog_one2many"
"ENSDARG00000003846","MRPL21","ENSG00000197345","MRPL21","ortholog_one2one"
"ENSDARG00000003854","ACSL1B","ENSG00000151726","ACSL1","ortholog_one2many"
"ENSDARG00000003860","CBX3A","ENSG00000122565","CBX3","ortholog_one2one"
"ENSDARG00000003865","PARD6B","ENSG00000124171","PARD6B","ortholog_one2one"
"ENSDARG00000003866","TM9SF2","ENSG00000125304","TM9SF2","ortholog_one2one"
"ENSDARG00000003867","CDK20","ENSG00000156345","CDK20","ortholog_one2one"
"ENSDARG00000003869","DECR1","ENSG00000104325","DECR1","ortholog_one2one"
"ENSDARG00000003872","CCDC102A","ENSG00000135736","CCDC102A","ortholog_one2one"
"ENSDARG00000003877","PBRM1","ENSG00000163939","PBRM1","ortholog_one2many"
"ENSDARG00000003899","ZDHHC23B","ENSG00000184307","ZDHHC23","ortholog_one2many"
"ENSDARG00000003902","CTSL.1","ENSG00000136943","CTSV","ortholog_many2many"
"ENSDARG00000003902","CTSL.1","ENSG00000135047","CTSL","ortholog_many2many"
"ENSDARG00000003902","CTSL.1","ENSG00000172543","CTSW","ortholog_many2many"
"ENSDARG00000003902","CTSL.1","ENSG00000174080","CTSF","ortholog_many2many"
"ENSDARG00000003903","HAPLN2","ENSG00000132702","HAPLN2","ortholog_one2one"
"ENSDARG00000003904","SYCP1","ENSG00000198765","SYCP1","ortholog_one2one"
"ENSDARG00000003910","MED13B","ENSG00000108510","MED13","ortholog_one2many"
"ENSDARG00000003920","SETB","ENSG00000119335","SET","ortholog_one2one"
"ENSDARG00000003927","CLDN12","ENSG00000157224","CLDN12","ortholog_one2one"
"ENSDARG00000003931","CNDP2","ENSG00000133313","CNDP2","ortholog_one2one"
"ENSDARG00000003934","NXNL2","ENSG00000130045","NXNL2","ortholog_one2one"
"ENSDARG00000003938","RPA1","ENSG00000132383","RPA1","ortholog_one2one"
"ENSDARG00000003940","MTFR1L","ENSG00000117640","MTFR1L","ortholog_one2one"
"ENSDARG00000003941","RRS1","ENSG00000179041","RRS1","ortholog_one2one"
"ENSDARG00000003944","NMUR1B","ENSG00000171596","NMUR1","ortholog_one2many"
"ENSDARG00000003952","PFN2B","ENSG00000070087","PFN2","ortholog_one2many"
"ENSDARG00000003961","PARP3","ENSG00000041880","PARP3","ortholog_one2one"
"ENSDARG00000003963","TRAF4A","ENSG00000076604","TRAF4","ortholog_one2many"
"ENSDARG00000003965","TLX1","ENSG00000107807","TLX1","ortholog_one2one"
"ENSDARG00000003971","ISL2A","ENSG00000159556","ISL2","ortholog_one2many"
"ENSDARG00000003973","CHORDC1A","ENSG00000110172","CHORDC1","ortholog_one2many"
"ENSDARG00000003974","SPOPLB","ENSG00000144228","SPOPL","ortholog_one2many"
"ENSDARG00000003984","LTN1","ENSG00000198862","LTN1","ortholog_one2one"
"ENSDARG00000003989","CRHR1","ENSG00000120088","CRHR1","ortholog_one2one"
"ENSDARG00000003991","FHL2B","ENSG00000115641","FHL2","ortholog_one2many"
"ENSDARG00000003994","SYT9A","ENSG00000170743","SYT9","ortholog_one2many"
"ENSDARG00000003998","PHYHIPLA","ENSG00000165443","PHYHIPL","ortholog_one2many"
"ENSDARG00000004015","ADCYAP1A","ENSG00000141433","ADCYAP1","ortholog_one2many"
"ENSDARG00000004017","SPAG1A","ENSG00000104450","SPAG1","ortholog_one2many"
"ENSDARG00000004018","CHST13","ENSG00000180767","CHST13","ortholog_one2one"
"ENSDARG00000004023","ISL1A","ENSG00000016082","ISL1","ortholog_one2one"
"ENSDARG00000004034","ARHGDIG","ENSG00000242173","ARHGDIG","ortholog_one2one"
"ENSDARG00000004037","COG2","ENSG00000135775","COG2","ortholog_one2one"
"ENSDARG00000004046","PHF6","ENSG00000156531","PHF6","ortholog_one2one"
"ENSDARG00000004049","MARCKSA","ENSG00000277443","MARCKS","ortholog_one2one"
"ENSDARG00000004055","BLTP3B","ENSG00000111647","BLTP3B","ortholog_one2one"
"ENSDARG00000004059","GALK2","ENSG00000156958","GALK2","ortholog_one2one"
"ENSDARG00000004060","BHLHE40","ENSG00000134107","BHLHE40","ortholog_one2one"
"ENSDARG00000004074","BACH2B","ENSG00000112182","BACH2","ortholog_one2one"
"ENSDARG00000004078","ACSL4A","ENSG00000068366","ACSL4","ortholog_one2many"
"ENSDARG00000004094","ACSBG2","ENSG00000130377","ACSBG2","ortholog_one2one"
"ENSDARG00000004105","TIE1","ENSG00000066056","TIE1","ortholog_one2one"
"ENSDARG00000004111","ESR1","ENSG00000091831","ESR1","ortholog_one2one"
"ENSDARG00000004114","TTI1","ENSG00000101407","TTI1","ortholog_one2one"
"ENSDARG00000004115","MGAT4B","ENSG00000161013","MGAT4B","ortholog_one2one"
"ENSDARG00000004130","MVK","ENSG00000110921","MVK","ortholog_one2one"
"ENSDARG00000004131","RTTN","ENSG00000176225","RTTN","ortholog_one2one"
"ENSDARG00000004132","USP19","ENSG00000172046","USP19","ortholog_one2one"
"ENSDARG00000004150","GRM2A","ENSG00000164082","GRM2","ortholog_one2many"
"ENSDARG00000004151","RAB23","ENSG00000112210","RAB23","ortholog_one2one"
"ENSDARG00000004154","ORAI1B","ENSG00000276045","ORAI1","ortholog_one2many"
"ENSDARG00000004158","TMEM63C","ENSG00000165548","TMEM63C","ortholog_one2one"
"ENSDARG00000004160","REEP3B","ENSG00000165476","REEP3","ortholog_one2many"
"ENSDARG00000004161","IK","ENSG00000113141","IK","ortholog_one2one"
"ENSDARG00000004167","ZGC:110366","ENSG00000196139","AKR1C3","ortholog_many2many"
"ENSDARG00000004167","ZGC:110366","ENSG00000187134","AKR1C1","ortholog_many2many"
"ENSDARG00000004167","ZGC:110366","ENSG00000198074","AKR1B10","ortholog_many2many"
"ENSDARG00000004167","ZGC:110366","ENSG00000264006","AKR1C8","ortholog_many2many"
"ENSDARG00000004167","ZGC:110366","ENSG00000227471","AKR1B15","ortholog_many2many"
"ENSDARG00000004167","ZGC:110366","ENSG00000198610","AKR1C4","ortholog_many2many"
"ENSDARG00000004167","ZGC:110366","ENSG00000162482","AKR7A3","ortholog_many2many"
"ENSDARG00000004167","ZGC:110366","ENSG00000151632","AKR1C2","ortholog_many2many"
"ENSDARG00000004169","STMN1A","ENSG00000117632","STMN1","ortholog_one2many"
"ENSDARG00000004171","RABAC1","ENSG00000105404","RABAC1","ortholog_one2one"
"ENSDARG00000004173","COPA","ENSG00000122218","COPA","ortholog_one2one"
"ENSDARG00000004174","CNOT1","ENSG00000125107","CNOT1","ortholog_one2one"
"ENSDARG00000004176","ULK4","ENSG00000168038","ULK4","ortholog_one2one"
"ENSDARG00000004177","FAM169AB","ENSG00000198780","FAM169A","ortholog_one2many"
"ENSDARG00000004184","NF1B","ENSG00000196712","NF1","ortholog_one2many"
"ENSDARG00000004189","CBX1A","ENSG00000108468","CBX1","ortholog_one2many"
"ENSDARG00000004199","SPAM1","ENSG00000106304","SPAM1","ortholog_one2one"
"ENSDARG00000004204","EFHC2","ENSG00000183690","EFHC2","ortholog_one2one"
"ENSDARG00000004211","CCDC106A","ENSG00000173581","CCDC106","ortholog_one2many"
"ENSDARG00000004218","RND1B","ENSG00000172602","RND1","ortholog_one2many"
"ENSDARG00000004219","SLC6A3","ENSG00000142319","SLC6A3","ortholog_one2one"
"ENSDARG00000004227","PDE3A","ENSG00000172572","PDE3A","ortholog_one2one"
"ENSDARG00000004243","ASIC4B","ENSG00000072182","ASIC4","ortholog_one2many"
"ENSDARG00000004246","SLIT2","ENSG00000145147","SLIT2","ortholog_one2one"
"ENSDARG00000004251","DHFR","ENSG00000228716","DHFR","ortholog_many2many"
"ENSDARG00000004251","DHFR","ENSG00000178700","DHFR2","ortholog_many2many"
"ENSDARG00000004261","TMED9","ENSG00000184840","TMED9","ortholog_one2one"
"ENSDARG00000004262","CYP46A1.2","ENSG00000036530","CYP46A1","ortholog_one2many"
"ENSDARG00000004270","ATL3","ENSG00000184743","ATL3","ortholog_one2one"
"ENSDARG00000004280","SEH1L","ENSG00000085415","SEH1L","ortholog_one2one"
"ENSDARG00000004291","HECW1B","ENSG00000002746","HECW1","ortholog_one2many"
"ENSDARG00000004296","AMBP","ENSG00000106927","AMBP","ortholog_one2one"
"ENSDARG00000004297","IRF2BPL","ENSG00000119669","IRF2BPL","ortholog_one2one"
"ENSDARG00000004301","RHOGB","ENSG00000177105","RHOG","ortholog_one2many"
"ENSDARG00000004302","SLC45A1","ENSG00000162426","SLC45A1","ortholog_one2one"
"ENSDARG00000004305","VANGL1","ENSG00000173218","VANGL1","ortholog_one2one"
"ENSDARG00000004306","KLHL18","ENSG00000114648","KLHL18","ortholog_one2one"
"ENSDARG00000004307","LYPD6","ENSG00000187123","LYPD6","ortholog_one2one"
"ENSDARG00000004308","FAM8A1B","ENSG00000137414","FAM8A1","ortholog_one2many"
"ENSDARG00000004318","CBWD","ENSG00000147996","ZNG1E","ortholog_one2many"
"ENSDARG00000004318","CBWD","ENSG00000196873","ZNG1C","ortholog_one2many"
"ENSDARG00000004318","CBWD","ENSG00000215126","ZNG1F","ortholog_one2many"
"ENSDARG00000004322","USH1GA","ENSG00000182040","USH1G","ortholog_one2many"
"ENSDARG00000004325","CASP9","ENSG00000132906","CASP9","ortholog_one2one"
"ENSDARG00000004328","LIN28AA","ENSG00000131914","LIN28A","ortholog_one2many"
"ENSDARG00000004336","EXOC4","ENSG00000131558","EXOC4","ortholog_one2one"
"ENSDARG00000004343","NELFE","ENSG00000204356","NELFE","ortholog_one2one"
"ENSDARG00000004358","GNB3A","ENSG00000111664","GNB3","ortholog_one2many"
"ENSDARG00000004363","LHFPL6","ENSG00000183722","LHFPL6","ortholog_one2one"
"ENSDARG00000004372","FMNL3","ENSG00000161791","FMNL3","ortholog_one2one"
"ENSDARG00000004377","PPP1R13BA","ENSG00000088808","PPP1R13B","ortholog_one2many"
"ENSDARG00000004378","YRK","ENSG00000000938","FGR","ortholog_one2one"
"ENSDARG00000004386","ELAPOR2B","ENSG00000164659","ELAPOR2","ortholog_one2many"
