Key	Ligand	Receptor
XCL1_XCR1	XCL1	XCR1
XCL2_XCR1	XCL2	XCR1
YARS_CXCR1	YARS	CXCR1
ZG16B_CXCR4	ZG16B	CXCR4
ZG16B_TLR2	ZG16B	TLR2
ZG16B_TLR4	ZG16B	TLR4
ZG16B_TLR5	ZG16B	TLR5
ZG16B_TLR6	ZG16B	TLR6
ZP3_EGFR	ZP3	EGFR
ZP3_MERTK	ZP3	MERTK
TGFB1_ACVR1B	TGFB1	ACVR1B
TGFB1_ACVR1C	TGFB1	ACVR1C
TGFB2_ACVR1B	TGFB2	ACVR1B
TGFB2_ACVR1C	TGFB2	ACVR1C
TGFB3_ACVR1B	TGFB3	ACVR1B
TGFB3_ACVR1C	TGFB3	ACVR1C
TGFB1_ACVR1	TGFB1	ACVR1
TGFB3_ACVR1	TGFB3	ACVR1
GDF9_ACVR1B	GDF9	ACVR1B
GDF10_ACVR2A	GDF10	ACVR2A
GDF15_TGFBR2	GDF15	TGFBR2
AMH_BMPR1A	AMH	BMPR1A
WNT5A_FZD10	WNT5A	FZD10
WNT5A_FZD3	WNT5A	FZD3
WNT5A_FZD9	WNT5A	FZD9
WNT5B_FZD1	WNT5B	FZD1
WNT5B_FZD10	WNT5B	FZD10
WNT5B_FZD2	WNT5B	FZD2
WNT5B_FZD3	WNT5B	FZD3
WNT5B_FZD4	WNT5B	FZD4
WNT5B_FZD5	WNT5B	FZD5
WNT5B_FZD6	WNT5B	FZD6
WNT5B_FZD7	WNT5B	FZD7
WNT5B_FZD8	WNT5B	FZD8
WNT5B_FZD9	WNT5B	FZD9
WNT11_FZD1	WNT11	FZD1
WNT11_FZD10	WNT11	FZD10
WNT11_FZD2	WNT11	FZD2
WNT11_FZD3	WNT11	FZD3
WNT11_FZD4	WNT11	FZD4
WNT11_FZD5	WNT11	FZD5
WNT11_FZD6	WNT11	FZD6
WNT11_FZD8	WNT11	FZD8
WNT11_FZD9	WNT11	FZD9
AREG_ERBB2	AREG	ERBB2
NRG3_ERBB2	NRG3	ERBB2
NRG1_ITGAV	NRG1	ITGAV
NRG1_ITGB3	NRG1	ITGB3
FGF20_FGFR1	FGF20	FGFR1
FGF20_FGFR2	FGF20	FGFR2
FGF20_FGFR3	FGF20	FGFR3
FGF21_FGFR1	FGF21	FGFR1
FGF21_FGFR3	FGF21	FGFR3
IGF1_ITGAV	IGF1	ITGAV
IGF1_ITGB3	IGF1	ITGB3
IGF1_ITGA6	IGF1	ITGA6
IGF1_ITGB4	IGF1	ITGB4
IGF2_ITGAV	IGF2	ITGAV
IGF2_ITGB3	IGF2	ITGB3
IGF2_ITGA6	IGF2	ITGA6
IGF2_ITGB4	IGF2	ITGB4
CCL3L3_CCR1	CCL3L3	CCR1
CCL27_CCR2	CCL27	CCR2
CCL27_CCR3	CCL27	CCR3
CCL1_ACKR4	CCL1	ACKR4
CCL1_ACKR1	CCL1	ACKR1
CCL2_ACKR1	CCL2	ACKR1
CCL5_ACKR1	CCL5	ACKR1
CCL8_ACKR1	CCL8	ACKR1
CCL13_ACKR1	CCL13	ACKR1
CCL14_ACKR1	CCL14	ACKR1
CCL16_ACKR1	CCL16	ACKR1
CCL18_ACKR1	CCL18	ACKR1
CXCL1_ACKR1	CXCL1	ACKR1
CXCL2_ACKR1	CXCL2	ACKR1
CXCL3_ACKR1	CXCL3	ACKR1
CXCL5_ACKR1	CXCL5	ACKR1
CXCL6_ACKR1	CXCL6	ACKR1
CXCL8_ACKR1	CXCL8	ACKR1
CXCL9_ACKR1	CXCL9	ACKR1
CXCL10_ACKR1	CXCL10	ACKR1
CXCL11_ACKR1	CXCL11	ACKR1
CXCL13_ACKR1	CXCL13	ACKR1
CCL3L1_ACKR2	CCL3L1	ACKR2
CCL7_ACKR1	CCL7	ACKR1
CCL11_ACKR1	CCL11	ACKR1
CCL22_ACKR2	CCL22	ACKR2
CCL24_ACKR2	CCL24	ACKR2
CCL26_ACKR2	CCL26	ACKR2
CCL17_ACKR1	CCL17	ACKR1
CCL17_ACKR2	CCL17	ACKR2
CXCL8_CXCR2	CXCL8	CXCR2
PF4V1_CXCR3	PF4V1	CXCR3
MIF_CXCR4	MIF	CXCR4
MIF_CD44	MIF	CD44
MIF_CXCR2	MIF	CXCR2
MIF_ACKR3	MIF	ACKR3
TSLP_CRLF2	TSLP	CRLF2
IL27_IL6ST	IL27	IL6ST
IL26_IL10RB	IL26	IL10RB
IL36A_IL1RAP	IL36A	IL1RAP
IL36A_IL1RL2	IL36A	IL1RL2
IL36B_IL1RAP	IL36B	IL1RAP
IL36B_IL1RL2	IL36B	IL1RL2
IL36G_IL1RAP	IL36G	IL1RAP
IL36G_IL1RL2	IL36G	IL1RL2
IL1F10_IL1RAP	IL1F10	IL1RAP
IL1F10_IL1RL2	IL1F10	IL1RL2
IL37_IL18RAP	IL37	IL18RAP
IL37_IL18R1	IL37	IL18R1
IL33_IL1RAP	IL33	IL1RAP
IL33_IL1RL1	IL33	IL1RL1
IL17C_IL17RA	IL17C	IL17RA
IL17C_IL17RE	IL17C	IL17RE
IL25_IL17RA	IL25	IL17RA
IFNK_IFNAR1	IFNK	IFNAR1
IFNK_IFNAR2	IFNK	IFNAR2
IFNE_IFNAR1	IFNE	IFNAR1
IFNE_IFNAR2	IFNE	IFNAR2
KLK3_NGFR	KLK3	NGFR
CD40LG_ITGA2B	CD40LG	ITGA2B
CD40LG_ITGB3	CD40LG	ITGB3
CD40LG_ITGA5	CD40LG	ITGA5
CD40LG_ITGB1	CD40LG	ITGB1
SPP1_ITGB3	SPP1	ITGB3
SPP1_ITGB5	SPP1	ITGB5
SPP1_ITGB6	SPP1	ITGB6
SPP1_ITGA8	SPP1	ITGA8
RETN_TLR4	RETN	TLR4
RETN_CAP1	RETN	CAP1
NAMPT_ITGA5	NAMPT	ITGA5
NAMPT_ITGB1	NAMPT	ITGB1
ANGPTL1_ITGB1	ANGPTL1	ITGB1
ANGPTL1_ITGA1	ANGPTL1	ITGA1
ANGPTL2_ITGA5	ANGPTL2	ITGA5
ANGPTL2_ITGB1	ANGPTL2	ITGB1
ANGPTL2_TLR4	ANGPTL2	TLR4
ANGPTL2_LILRB3	ANGPTL2	LILRB3
ANGPTL1_LILRB3	ANGPTL1	LILRB3
ANGPTL7_LILRB3	ANGPTL7	LILRB3
ANGPTL4_ITGA5	ANGPTL4	ITGA5
ANGPTL4_ITGB1	ANGPTL4	ITGB1
ANGPTL4_ITGAV	ANGPTL4	ITGAV
ANGPTL4_ITGB3	ANGPTL4	ITGB3
ANGPTL4_CDH5	ANGPTL4	CDH5
ANGPTL4_CDH11	ANGPTL4	CDH11
ANGPTL4_SDC1	ANGPTL4	SDC1
ANGPTL4_SDC2	ANGPTL4	SDC2
ANGPTL4_SDC3	ANGPTL4	SDC3
ANGPTL4_SDC4	ANGPTL4	SDC4
ANGPT2_ITGA5	ANGPT2	ITGA5
ANGPT2_ITGB1	ANGPT2	ITGB1
MDK_SDC2	MDK	SDC2
MDK_NCL	MDK	NCL
PTN_SDC2	PTN	SDC2
PTN_SDC4	PTN	SDC4
PTN_ITGAV	PTN	ITGAV
PTN_ITGB3	PTN	ITGB3
PTN_NCL	PTN	NCL
POSTN_ITGB3	POSTN	ITGB3
POSTN_ITGB5	POSTN	ITGB5
C3_CR2	C3	CR2
C4A_CR2	C4A	CR2
NPY_NPY6R	NPY	NPY6R
NPY_GPR83	NPY	GPR83
PPY_NPY6R	PPY	NPY6R
PPY_GPR83	PPY	GPR83
PYY_NPY6R	PYY	NPY6R
PYY_GPR83	PYY	GPR83
PDYN_OPRL1	PDYN	OPRL1
PENK_OPRL1	PENK	OPRL1
POMC_OPRL1	POMC	OPRL1
PRSS3_F2R	PRSS3	F2R
CTSG_F2R	CTSG	F2R
GZMA_F2R	GZMA	F2R
PRSS2_F2R	PRSS2	F2R
PRSS1_F2R	PRSS1	F2R
PRSS3_F2RL1	PRSS3	F2RL1
CTSG_F2RL1	CTSG	F2RL1
GZMA_F2RL1	GZMA	F2RL1
PRSS2_F2RL1	PRSS2	F2RL1
PRSS1_F2RL1	PRSS1	F2RL1
PRSS3_F2RL2	PRSS3	F2RL2
CTSG_F2RL2	CTSG	F2RL2
PLG_F2RL2	PLG	F2RL2
GZMA_F2RL2	GZMA	F2RL2
PRSS2_F2RL2	PRSS2	F2RL2
PRSS1_F2RL2	PRSS1	F2RL2
PRSS3_F2RL3	PRSS3	F2RL3
CTSG_F2RL3	CTSG	F2RL3
GZMA_F2RL3	GZMA	F2RL3
PLG_F2RL3	PLG	F2RL3
PRSS2_F2RL3	PRSS2	F2RL3
PRSS1_F2RL3	PRSS1	F2RL3
PRSS3_PARD3	PRSS3	PARD3
CTSG_PARD3	CTSG	PARD3
F2_PARD3	F2	PARD3
GZMA_PARD3	GZMA	PARD3
PLG_PARD3	PLG	PARD3
PRSS2_PARD3	PRSS2	PARD3
PRSS1_PARD3	PRSS1	PARD3
GCG_GIPR	GCG	GIPR
KLK3_NTRK1	KLK3	NTRK1
SEMA3F_PLXNA2	SEMA3F	PLXNA2
SEMA3F_PLXNA4	SEMA3F	PLXNA4
SEMA3G_PLXNA1	SEMA3G	PLXNA1
SEMA3G_PLXNA2	SEMA3G	PLXNA2
SEMA3G_PLXNA3	SEMA3G	PLXNA3
SEMA3G_PLXNA4	SEMA3G	PLXNA4
APELA_APLNR	APELA	APLNR
ENHO_GPR19	ENHO	GPR19
GHRH_VIPR2	GHRH	VIPR2
GHRH_GHSR	GHRH	GHSR
GRN_SORT1	GRN	SORT1
IAPP_CALCRL	IAPP	CALCRL
INSL3_RXFP1	INSL3	RXFP1
INSL3_RXFP4	INSL3	RXFP4
INSL3_RXFP3	INSL3	RXFP3
INSL5_RXFP2	INSL5	RXFP2
INSL5_RXFP1	INSL5	RXFP1
PMCH_MERTK	PMCH	MERTK
RLN1_RXFP3	RLN1	RXFP3
RLN1_RXFP4	RLN1	RXFP4
SLURP1_CHRNB1	SLURP1	CHRNB1
SLURP1_CHRNB2	SLURP1	CHRNB2
SLURP1_CHRNB3	SLURP1	CHRNB3
SLURP1_CHRNB4	SLURP1	CHRNB4
SLURP1_CHRNA1	SLURP1	CHRNA1
SLURP1_CHRNA2	SLURP1	CHRNA2
SLURP1_CHRNA3	SLURP1	CHRNA3
SLURP1_CHRNA4	SLURP1	CHRNA4
SLURP1_CHRNA5	SLURP1	CHRNA5
SLURP1_CHRNA6	SLURP1	CHRNA6
SLURP1_CHRNA9	SLURP1	CHRNA9
SLURP1_CHRNA10	SLURP1	CHRNA10
SLURP1_CHRND	SLURP1	CHRND
SLURP1_CHRNE	SLURP1	CHRNE
SLURP1_CHRNG	SLURP1	CHRNG
SLURP1_CHRNA7	SLURP1	CHRNA7
SLURP2_CHRNB1	SLURP2	CHRNB1
SLURP2_CHRNB2	SLURP2	CHRNB2
SLURP2_CHRNB3	SLURP2	CHRNB3
SLURP2_CHRNB4	SLURP2	CHRNB4
SLURP2_CHRNA1	SLURP2	CHRNA1
SLURP2_CHRNA2	SLURP2	CHRNA2
SLURP2_CHRNA3	SLURP2	CHRNA3
SLURP2_CHRNA4	SLURP2	CHRNA4
SLURP2_CHRNA5	SLURP2	CHRNA5
SLURP2_CHRNA6	SLURP2	CHRNA6
SLURP2_CHRNA7	SLURP2	CHRNA7
SLURP2_CHRNA9	SLURP2	CHRNA9
SLURP2_CHRNA10	SLURP2	CHRNA10
SLURP2_CHRND	SLURP2	CHRND
SLURP2_CHRNE	SLURP2	CHRNE
SLURP2_CHRNG	SLURP2	CHRNG
UTS2B_SSTR5	UTS2B	SSTR5
BAG6_NCR3	BAG6	NCR3
LGALS9_HAVCR2	LGALS9	HAVCR2
LGALS9_CD44	LGALS9	CD44
COL4A2_ITGA1	COL4A2	ITGA1
COL6A5_ITGA1	COL6A5	ITGA1
COL6A6_ITGA1	COL6A6	ITGA1
COL9A1_ITGA1	COL9A1	ITGA1
COL9A2_ITGA1	COL9A2	ITGA1
COL9A3_ITGA1	COL9A3	ITGA1
COL4A2_ITGA2	COL4A2	ITGA2
COL6A5_ITGA2	COL6A5	ITGA2
COL6A6_ITGA2	COL6A6	ITGA2
COL9A1_ITGA2	COL9A1	ITGA2
COL9A2_ITGA2	COL9A2	ITGA2
COL9A3_ITGA2	COL9A3	ITGA2
LAMA3_ITGA1	LAMA3	ITGA1
LAMA4_ITGA1	LAMA4	ITGA1
LAMA5_ITGA1	LAMA5	ITGA1
LAMB2_ITGA1	LAMB2	ITGA1
LAMB3_ITGA1	LAMB3	ITGA1
LAMC2_ITGA1	LAMC2	ITGA1
LAMC3_ITGA1	LAMC3	ITGA1
LAMA3_ITGA2	LAMA3	ITGA2
LAMA4_ITGA2	LAMA4	ITGA2
LAMB2_ITGA2	LAMB2	ITGA2
LAMA3_ITGA3	LAMA3	ITGA3
LAMB2_ITGA3	LAMB2	ITGA3
THBS2_ITGA3	THBS2	ITGA3
THBS3_ITGA3	THBS3	ITGA3
THBS3_ITGB1	THBS3	ITGB1
THBS4_ITGA3	THBS4	ITGA3
THBS4_ITGB1	THBS4	ITGB1
COMP_ITGA3	COMP	ITGA3
COMP_ITGB1	COMP	ITGB1
COL1A1_ITGA3	COL1A1	ITGA3
COL1A2_ITGA3	COL1A2	ITGA3
COL2A1_ITGA3	COL2A1	ITGA3
COL4A1_ITGA3	COL4A1	ITGA3
COL4A2_ITGA3	COL4A2	ITGA3
COL4A3_ITGA3	COL4A3	ITGA3
COL4A4_ITGA3	COL4A4	ITGA3
COL4A5_ITGA3	COL4A5	ITGA3
COL4A6_ITGA3	COL4A6	ITGA3
COL6A1_ITGA3	COL6A1	ITGA3
COL6A2_ITGA3	COL6A2	ITGA3
COL6A3_ITGA3	COL6A3	ITGA3
COL6A5_ITGA3	COL6A5	ITGA3
COL6A6_ITGA3	COL6A6	ITGA3
COL9A1_ITGA3	COL9A1	ITGA3
COL9A2_ITGA3	COL9A2	ITGA3
COL9A3_ITGA3	COL9A3	ITGA3
LAMA3_ITGA7	LAMA3	ITGA7
LAMA4_ITGA7	LAMA4	ITGA7
LAMA5_ITGA7	LAMA5	ITGA7
LAMB2_ITGA7	LAMB2	ITGA7
LAMB3_ITGA7	LAMB3	ITGA7
LAMC2_ITGA7	LAMC2	ITGA7
LAMC3_ITGA7	LAMC3	ITGA7
TNR_ITGA8	TNR	ITGA8
TNN_ITGA8	TNN	ITGA8
TNXB_ITGA8	TNXB	ITGA8
FREM1_ITGA8	FREM1	ITGA8
FREM1_ITGB1	FREM1	ITGB1
FREM2_ITGA8	FREM2	ITGA8
FREM2_ITGB1	FREM2	ITGB1
TNR_ITGA9	TNR	ITGA9
TNN_ITGA9	TNN	ITGA9
TNXB_ITGA9	TNXB	ITGA9
COL1A1_ITGA9	COL1A1	ITGA9
COL1A2_ITGA9	COL1A2	ITGA9
COL2A1_ITGA9	COL2A1	ITGA9
COL4A1_ITGA9	COL4A1	ITGA9
COL4A2_ITGA9	COL4A2	ITGA9
COL4A3_ITGA9	COL4A3	ITGA9
COL4A4_ITGA9	COL4A4	ITGA9
COL4A5_ITGA9	COL4A5	ITGA9
COL4A6_ITGA9	COL4A6	ITGA9
COL6A1_ITGA9	COL6A1	ITGA9
COL6A2_ITGA9	COL6A2	ITGA9
COL6A3_ITGA9	COL6A3	ITGA9
COL6A5_ITGA9	COL6A5	ITGA9
COL6A6_ITGA9	COL6A6	ITGA9
COL9A1_ITGA9	COL9A1	ITGA9
COL9A2_ITGA9	COL9A2	ITGA9
COL9A3_ITGA9	COL9A3	ITGA9
LAMA1_ITGA9	LAMA1	ITGA9
LAMA2_ITGA9	LAMA2	ITGA9
LAMA3_ITGA9	LAMA3	ITGA9
LAMA4_ITGA9	LAMA4	ITGA9
LAMA5_ITGA9	LAMA5	ITGA9
LAMB1_ITGA9	LAMB1	ITGA9
LAMB2_ITGA9	LAMB2	ITGA9
LAMB3_ITGA9	LAMB3	ITGA9
LAMC1_ITGA9	LAMC1	ITGA9
LAMC2_ITGA9	LAMC2	ITGA9
LAMC3_ITGA9	LAMC3	ITGA9
COL1A1_ITGA10	COL1A1	ITGA10
COL1A2_ITGA10	COL1A2	ITGA10
COL4A1_ITGA10	COL4A1	ITGA10
COL4A2_ITGA10	COL4A2	ITGA10
COL4A3_ITGA10	COL4A3	ITGA10
COL4A4_ITGA10	COL4A4	ITGA10
COL4A5_ITGA10	COL4A5	ITGA10
COL4A6_ITGA10	COL4A6	ITGA10
COL6A1_ITGA10	COL6A1	ITGA10
COL6A2_ITGA10	COL6A2	ITGA10
COL6A3_ITGA10	COL6A3	ITGA10
COL6A5_ITGA10	COL6A5	ITGA10
COL6A6_ITGA10	COL6A6	ITGA10
COL9A1_ITGA10	COL9A1	ITGA10
COL9A2_ITGA10	COL9A2	ITGA10
COL9A3_ITGA10	COL9A3	ITGA10
COL2A1_ITGA11	COL2A1	ITGA11
COL4A1_ITGA11	COL4A1	ITGA11
COL4A2_ITGA11	COL4A2	ITGA11
COL4A3_ITGA11	COL4A3	ITGA11
COL4A4_ITGA11	COL4A4	ITGA11
COL4A5_ITGA11	COL4A5	ITGA11
COL4A6_ITGA11	COL4A6	ITGA11
COL6A1_ITGA11	COL6A1	ITGA11
COL6A2_ITGA11	COL6A2	ITGA11
COL6A3_ITGA11	COL6A3	ITGA11
COL6A5_ITGA11	COL6A5	ITGA11
COL6A6_ITGA11	COL6A6	ITGA11
COL9A1_ITGA11	COL9A1	ITGA11
COL9A2_ITGA11	COL9A2	ITGA11
COL9A3_ITGA11	COL9A3	ITGA11
DSPP_ITGB1	DSPP	ITGB1
VWF_ITGAV	VWF	ITGAV
IBSP_ITGB3	IBSP	ITGB3
THBS1_ITGAV	THBS1	ITGAV
THBS2_ITGAV	THBS2	ITGAV
THBS2_ITGB3	THBS2	ITGB3
THBS3_ITGAV	THBS3	ITGAV
THBS3_ITGB3	THBS3	ITGB3
THBS4_ITGAV	THBS4	ITGAV
THBS4_ITGB3	THBS4	ITGB3
COMP_ITGAV	COMP	ITGAV
COMP_ITGB3	COMP	ITGB3
DMP1_ITGAV	DMP1	ITGAV
DMP1_ITGB3	DMP1	ITGB3
TNC_ITGA2B	TNC	ITGA2B
TNR_ITGA2B	TNR	ITGA2B
TNN_ITGA2B	TNN	ITGA2B
TNXB_ITGA2B	TNXB	ITGA2B
IBSP_ITGB5	IBSP	ITGB5
TNC_ITGB6	TNC	ITGB6
TNR_ITGB6	TNR	ITGB6
TNN_ITGB6	TNN	ITGB6
TNXB_ITGB6	TNXB	ITGB6
DSPP_ITGB6	DSPP	ITGB6
LAMA1_ITGAV	LAMA1	ITGAV
LAMA2_ITGAV	LAMA2	ITGAV
LAMA2_ITGB8	LAMA2	ITGB8
LAMA3_ITGAV	LAMA3	ITGAV
LAMA3_ITGB8	LAMA3	ITGB8
LAMA4_ITGB8	LAMA4	ITGB8
LAMA5_ITGAV	LAMA5	ITGAV
LAMA5_ITGB8	LAMA5	ITGB8
LAMB1_ITGB8	LAMB1	ITGB8
LAMB2_ITGAV	LAMB2	ITGAV
LAMB2_ITGB8	LAMB2	ITGB8
LAMB3_ITGAV	LAMB3	ITGAV
LAMB3_ITGB8	LAMB3	ITGB8
LAMC1_ITGB8	LAMC1	ITGB8
LAMC2_ITGAV	LAMC2	ITGAV
LAMC2_ITGB8	LAMC2	ITGB8
LAMC3_ITGAV	LAMC3	ITGAV
LAMC3_ITGB8	LAMC3	ITGB8
COL1A1_ITGB8	COL1A1	ITGB8
COL1A2_ITGB8	COL1A2	ITGB8
COL2A1_ITGAV	COL2A1	ITGAV
COL2A1_ITGB8	COL2A1	ITGB8
COL4A2_ITGAV	COL4A2	ITGAV
COL4A2_ITGB8	COL4A2	ITGB8
COL4A3_ITGB8	COL4A3	ITGB8
COL4A4_ITGB8	COL4A4	ITGB8
COL4A5_ITGB8	COL4A5	ITGB8
COL4A6_ITGB8	COL4A6	ITGB8
COL6A1_ITGAV	COL6A1	ITGAV
COL6A1_ITGB8	COL6A1	ITGB8
COL6A2_ITGAV	COL6A2	ITGAV
COL6A2_ITGB8	COL6A2	ITGB8
COL6A3_ITGAV	COL6A3	ITGAV
COL6A3_ITGB8	COL6A3	ITGB8
COL6A5_ITGAV	COL6A5	ITGAV
COL6A5_ITGB8	COL6A5	ITGB8
COL6A6_ITGAV	COL6A6	ITGAV
COL6A6_ITGB8	COL6A6	ITGB8
COL9A1_ITGAV	COL9A1	ITGAV
COL9A1_ITGB8	COL9A1	ITGB8
COL9A2_ITGAV	COL9A2	ITGAV
COL9A2_ITGB8	COL9A2	ITGB8
COL9A3_ITGAV	COL9A3	ITGAV
COL9A3_ITGB8	COL9A3	ITGB8
LAMA3_ITGB4	LAMA3	ITGB4
LAMA4_ITGB4	LAMA4	ITGB4
LAMB2_ITGB4	LAMB2	ITGB4
COL2A1_CD44	COL2A1	CD44
COL4A1_CD44	COL4A1	CD44
COL4A2_CD44	COL4A2	CD44
COL4A3_CD44	COL4A3	CD44
COL4A4_CD44	COL4A4	CD44
COL4A5_CD44	COL4A5	CD44
COL4A6_CD44	COL4A6	CD44
COL6A1_CD44	COL6A1	CD44
COL6A2_CD44	COL6A2	CD44
COL6A3_CD44	COL6A3	CD44
COL6A5_CD44	COL6A5	CD44
COL6A6_CD44	COL6A6	CD44
COL9A1_CD44	COL9A1	CD44
COL9A2_CD44	COL9A2	CD44
COL9A3_CD44	COL9A3	CD44
LAMA1_CD44	LAMA1	CD44
LAMA2_CD44	LAMA2	CD44
LAMA3_CD44	LAMA3	CD44
LAMA4_CD44	LAMA4	CD44
LAMA5_CD44	LAMA5	CD44
LAMB1_CD44	LAMB1	CD44
LAMB2_CD44	LAMB2	CD44
LAMB3_CD44	LAMB3	CD44
LAMC1_CD44	LAMC1	CD44
LAMC2_CD44	LAMC2	CD44
LAMC3_CD44	LAMC3	CD44
COL1A1_SDC1	COL1A1	SDC1
COL1A2_SDC1	COL1A2	SDC1
COL2A1_SDC1	COL2A1	SDC1
COL4A1_SDC1	COL4A1	SDC1
COL4A2_SDC1	COL4A2	SDC1
COL4A3_SDC1	COL4A3	SDC1
COL4A4_SDC1	COL4A4	SDC1
COL4A5_SDC1	COL4A5	SDC1
COL4A6_SDC1	COL4A6	SDC1
COL6A1_SDC1	COL6A1	SDC1
COL6A2_SDC1	COL6A2	SDC1
COL6A3_SDC1	COL6A3	SDC1
COL6A5_SDC1	COL6A5	SDC1
COL6A6_SDC1	COL6A6	SDC1
COL9A1_SDC1	COL9A1	SDC1
COL9A2_SDC1	COL9A2	SDC1
COL9A3_SDC1	COL9A3	SDC1
FN1_SDC1	FN1	SDC1
TNR_SDC1	TNR	SDC1
TNN_SDC1	TNN	SDC1
TNXB_SDC1	TNXB	SDC1
THBS2_SDC1	THBS2	SDC1
THBS3_SDC1	THBS3	SDC1
THBS4_SDC1	THBS4	SDC1
COMP_SDC1	COMP	SDC1
COL1A1_SDC4	COL1A1	SDC4
COL1A2_SDC4	COL1A2	SDC4
COL2A1_SDC4	COL2A1	SDC4
COL4A1_SDC4	COL4A1	SDC4
COL4A2_SDC4	COL4A2	SDC4
COL4A3_SDC4	COL4A3	SDC4
COL4A4_SDC4	COL4A4	SDC4
COL4A5_SDC4	COL4A5	SDC4
COL4A6_SDC4	COL4A6	SDC4
COL6A1_SDC4	COL6A1	SDC4
COL6A2_SDC4	COL6A2	SDC4
COL6A3_SDC4	COL6A3	SDC4
COL6A5_SDC4	COL6A5	SDC4
COL6A6_SDC4	COL6A6	SDC4
COL9A1_SDC4	COL9A1	SDC4
COL9A2_SDC4	COL9A2	SDC4
COL9A3_SDC4	COL9A3	SDC4
FN1_SDC4	FN1	SDC4
TNR_SDC4	TNR	SDC4
TNN_SDC4	TNN	SDC4
TNXB_SDC4	TNXB	SDC4
THBS2_SDC4	THBS2	SDC4
THBS3_SDC4	THBS3	SDC4
THBS4_SDC4	THBS4	SDC4
COMP_SDC4	COMP	SDC4
LAMA1_SV2A	LAMA1	SV2A
LAMA2_SV2A	LAMA2	SV2A
LAMA3_SV2A	LAMA3	SV2A
LAMA4_SV2A	LAMA4	SV2A
LAMA5_SV2A	LAMA5	SV2A
LAMB1_SV2A	LAMB1	SV2A
LAMB2_SV2A	LAMB2	SV2A
LAMB3_SV2A	LAMB3	SV2A
LAMC1_SV2A	LAMC1	SV2A
LAMC2_SV2A	LAMC2	SV2A
LAMC3_SV2A	LAMC3	SV2A
LAMA1_SV2B	LAMA1	SV2B
LAMA2_SV2B	LAMA2	SV2B
LAMA3_SV2B	LAMA3	SV2B
LAMA4_SV2B	LAMA4	SV2B
LAMA5_SV2B	LAMA5	SV2B
LAMB1_SV2B	LAMB1	SV2B
LAMB2_SV2B	LAMB2	SV2B
LAMB3_SV2B	LAMB3	SV2B
LAMC1_SV2B	LAMC1	SV2B
LAMC2_SV2B	LAMC2	SV2B
LAMC3_SV2B	LAMC3	SV2B
LAMA1_SV2C	LAMA1	SV2C
LAMA2_SV2C	LAMA2	SV2C
LAMA3_SV2C	LAMA3	SV2C
LAMA4_SV2C	LAMA4	SV2C
LAMA5_SV2C	LAMA5	SV2C
LAMB1_SV2C	LAMB1	SV2C
LAMB2_SV2C	LAMB2	SV2C
LAMB3_SV2C	LAMB3	SV2C
LAMC1_SV2C	LAMC1	SV2C
LAMC2_SV2C	LAMC2	SV2C
LAMC3_SV2C	LAMC3	SV2C
THBS2_CD36	THBS2	CD36
THBS3_CD36	THBS3	CD36
THBS4_CD36	THBS4	CD36
COMP_CD36	COMP	CD36
VWF_GP5	VWF	GP5
VWF_GP1BB	VWF	GP1BB
VWF_GP9	VWF	GP9
COL1A1_GP6	COL1A1	GP6
COL1A2_GP6	COL1A2	GP6
COL2A1_GP6	COL2A1	GP6
COL4A1_GP6	COL4A1	GP6
COL4A2_GP6	COL4A2	GP6
COL4A3_GP6	COL4A3	GP6
COL4A4_GP6	COL4A4	GP6
COL4A5_GP6	COL4A5	GP6
COL4A6_GP6	COL4A6	GP6
COL6A1_GP6	COL6A1	GP6
COL6A2_GP6	COL6A2	GP6
COL6A3_GP6	COL6A3	GP6
COL6A5_GP6	COL6A5	GP6
COL6A6_GP6	COL6A6	GP6
COL9A1_GP6	COL9A1	GP6
COL9A2_GP6	COL9A2	GP6
COL9A3_GP6	COL9A3	GP6
THBS3_CD47	THBS3	CD47
THBS4_CD47	THBS4	CD47
COMP_CD47	COMP	CD47
AGRN_DAG1	AGRN	DAG1
HSPG2_DAG1	HSPG2	DAG1
LAMA1_DAG1	LAMA1	DAG1
LAMA2_DAG1	LAMA2	DAG1
LAMA3_DAG1	LAMA3	DAG1
LAMA4_DAG1	LAMA4	DAG1
LAMA5_DAG1	LAMA5	DAG1
LAMB1_DAG1	LAMB1	DAG1
LAMB2_DAG1	LAMB2	DAG1
LAMB3_DAG1	LAMB3	DAG1
LAMC1_DAG1	LAMC1	DAG1
LAMC2_DAG1	LAMC2	DAG1
LAMC3_DAG1	LAMC3	DAG1
CADM1_CADM1	CADM1	CADM1
CADM3_CADM3	CADM3	CADM3
FCER2_ITGAM	FCER2	ITGAM
FCER2_ITGAX	FCER2	ITGAX
FCER2_ITGAV	FCER2	ITGAV
FCER2_ITGB3	FCER2	ITGB3
FCER2_CR2	FCER2	CR2
ENTPD1_ADORA1	ENTPD1	ADORA1
ENTPD1_ADORA2A	ENTPD1	ADORA2A
ENTPD1_ADORA2B	ENTPD1	ADORA2B
ENTPD1_TMIGD3	ENTPD1	TMIGD3
PTPRC_CD22	PTPRC	CD22
PTPRC_MRC1	PTPRC	MRC1
CD46_JAG1	CD46	JAG1
CD48_CD244	CD48	CD244
CD6_ALCAM	CD6	ALCAM
CD80_CD274	CD80	CD274
CD80_CD28	CD80	CD28
CD80_CTLA4	CD80	CTLA4
