TF	Targets	Key	Mode
CEBPA	MYC	CEBPA_MYC	unknown
CEBPA	PCK1	CEBPA_PCK1	unknown
CEBPA	PCK2	CEBPA_PCK2	unknown
CEBPA	PRL	CEBPA_PRL	unknown
CEBPA	S100A9	CEBPA_S100A9	unknown
CEBPA	SAA1	CEBPA_SAA1	unknown
CEBPA	SERPINC1	CEBPA_SERPINC1	unknown
CEBPA	SFTPD	CEBPA_SFTPD	unknown
CEBPA	SLC10A1	CEBPA_SLC10A1	unknown
CEBPA	SOCS3	CEBPA_SOCS3	unknown
CEBPA	SPI1	CEBPA_SPI1	unknown
CEBPA	SPP1	CEBPA_SPP1	unknown
CEBPA	STAR	CEBPA_STAR	unknown
CEBPA	STAT3	CEBPA_STAT3	unknown
CEBPA	TLR9	CEBPA_TLR9	unknown
CEBPA	VLDLR	CEBPA_VLDLR	unknown
CEBPB	ABCB1	CEBPB_ABCB1	unknown
CEBPB	ADM	CEBPB_ADM	unknown
CEBPB	ALB	CEBPB_ALB	unknown
CEBPB	ASNS	CEBPB_ASNS	unknown
CEBPB	BCL2L1	CEBPB_BCL2L1	unknown
CEBPB	BTS1	CEBPB_BTS1	unknown
CEBPB	CDKN1A	CEBPB_CDKN1A	unknown
CEBPB	CR2	CEBPB_CR2	unknown
CEBPB	CRP	CEBPB_CRP	unknown
CEBPB	CSF3R	CEBPB_CSF3R	unknown
CEBPB	CSH1	CEBPB_CSH1	unknown
CEBPB	CSH2	CEBPB_CSH2	unknown
CEBPB	CSRP1	CEBPB_CSRP1	unknown
CEBPB	CXCL8	CEBPB_CXCL8	unknown
CEBPB	CYP19A1	CEBPB_CYP19A1	unknown
CEBPB	DAPK1	CEBPB_DAPK1	unknown
CEBPB	DDIT3	CEBPB_DDIT3	unknown
CEBPB	F8	CEBPB_F8	unknown
CEBPB	FASLG	CEBPB_FASLG	unknown
CEBPB	FURIN	CEBPB_FURIN	unknown
CEBPB	GADD45G	CEBPB_GADD45G	unknown
CEBPB	GDF15	CEBPB_GDF15	unknown
CEBPB	GFER	CEBPB_GFER	unknown
CEBPB	GNLY	CEBPB_GNLY	unknown
CEBPB	HBB	CEBPB_HBB	unknown
CEBPB	HP	CEBPB_HP	unknown
CEBPB	HSF1	CEBPB_HSF1	unknown
CEBPB	IL10	CEBPB_IL10	unknown
CEBPB	IL13	CEBPB_IL13	unknown
CEBPB	IL1B	CEBPB_IL1B	unknown
CEBPB	IL24	CEBPB_IL24	unknown
CEBPB	IL3	CEBPB_IL3	unknown
CEBPB	IL4	CEBPB_IL4	unknown
CEBPB	IL5	CEBPB_IL5	unknown
CEBPB	IL6	CEBPB_IL6	unknown
CEBPB	INSR	CEBPB_INSR	unknown
CEBPB	IRF4	CEBPB_IRF4	unknown
CEBPB	MAD1L1	CEBPB_MAD1L1	unknown
CEBPB	MMP1	CEBPB_MMP1	unknown
CEBPB	OXTR	CEBPB_OXTR	unknown
CEBPB	PCK2	CEBPB_PCK2	unknown
CEBPB	PLAC1	CEBPB_PLAC1	unknown
CEBPB	PRDM1	CEBPB_PRDM1	unknown
CEBPB	PRL	CEBPB_PRL	unknown
CEBPB	PRSS50	CEBPB_PRSS50	unknown
CEBPB	PTGS2	CEBPB_PTGS2	unknown
CEBPB	PTPN13	CEBPB_PTPN13	unknown
CEBPB	S100A9	CEBPB_S100A9	unknown
CEBPB	SAA1	CEBPB_SAA1	unknown
CEBPB	SAA2	CEBPB_SAA2	unknown
CEBPB	SFTPD	CEBPB_SFTPD	unknown
CEBPB	SLC10A1	CEBPB_SLC10A1	unknown
CEBPB	SLC19A1	CEBPB_SLC19A1	unknown
CEBPB	SLC5A8	CEBPB_SLC5A8	unknown
CEBPB	STAR	CEBPB_STAR	unknown
CEBPB	TFF3	CEBPB_TFF3	unknown
CEBPB	TNF	CEBPB_TNF	unknown
CEBPB	TNFAIP6	CEBPB_TNFAIP6	unknown
CEBPB	TOP1	CEBPB_TOP1	unknown
CEBPB	XBP1	CEBPB_XBP1	unknown
CEBPD	C3	CEBPD_C3	unknown
CEBPD	CASP8	CEBPD_CASP8	unknown
CEBPD	CCL20	CEBPD_CCL20	unknown
CEBPD	CXCL1	CEBPD_CXCL1	unknown
CEBPD	CYP19A1	CEBPD_CYP19A1	unknown
CEBPD	DDIT3	CEBPD_DDIT3	unknown
CEBPD	GADD45G	CEBPD_GADD45G	unknown
CEBPD	GAPDH	CEBPD_GAPDH	unknown
CEBPD	IL23A	CEBPD_IL23A	unknown
CEBPD	PDGFRA	CEBPD_PDGFRA	unknown
CEBPD	POU5F1	CEBPD_POU5F1	unknown
CEBPD	PPARG	CEBPD_PPARG	unknown
CEBPD	PRL	CEBPD_PRL	unknown
CEBPD	PTGS2	CEBPD_PTGS2	unknown
CEBPD	SOD1	CEBPD_SOD1	unknown
CEBPD	TNF	CEBPD_TNF	unknown
CEBPD	TNFAIP6	CEBPD_TNFAIP6	unknown
CEBPE	CTSG	CEBPE_CTSG	unknown
CEBPE	GATA1	CEBPE_GATA1	unknown
CEBPE	LTF	CEBPE_LTF	unknown
CEBPE	MMP2	CEBPE_MMP2	unknown
CEBPE	MYC	CEBPE_MYC	unknown
CEBPE	PRG2	CEBPE_PRG2	unknown
CEBPE	SPI1	CEBPE_SPI1	unknown
CEBPG	HBB	CEBPG_HBB	unknown
CEBPG	SFTPD	CEBPG_SFTPD	unknown
CEBPZ	APC	CEBPZ_APC	unknown
CEBPZ	COL11A1	CEBPZ_COL11A1	unknown
CEBPZ	COL1A2	CEBPZ_COL1A2	unknown
CEBPZ	GZMB	CEBPZ_GZMB	unknown
CEBPZ	MLH1	CEBPZ_MLH1	unknown
CEBPZ	SOX9	CEBPZ_SOX9	unknown
CHD4	CD79A	CHD4_CD79A	unknown
CHD4	RNF8	CHD4_RNF8	unknown
CHD8	BRCA1	CHD8_BRCA1	unknown
CHD8	CCNE2	CHD8_CCNE2	unknown
CHD8	HOXA2	CHD8_HOXA2	unknown
CHD8	MYC	CHD8_MYC	unknown
CHD8	TYMS	CHD8_TYMS	unknown
CIITA	COL1A1	CIITA_COL1A1	unknown
CIITA	COL1A2	CIITA_COL1A2	unknown
CIITA	CREBBP	CIITA_CREBBP	unknown
CIITA	FASLG	CIITA_FASLG	unknown
CIITA	HLA-A	CIITA_HLA-A	unknown
CIITA	HLA-B	CIITA_HLA-B	unknown
CIITA	HLA-C	CIITA_HLA-C	unknown
CIITA	HLA-DMA	CIITA_HLA-DMA	unknown
CIITA	HLA-DMB	CIITA_HLA-DMB	unknown
CIITA	HLA-DOA	CIITA_HLA-DOA	unknown
CIITA	HLA-DOB	CIITA_HLA-DOB	unknown
CIITA	HLA-DPB1	CIITA_HLA-DPB1	unknown
CIITA	HLA-DQB1	CIITA_HLA-DQB1	unknown
CIITA	HLA-DRA	CIITA_HLA-DRA	unknown
CIITA	HLA-DRB1	CIITA_HLA-DRB1	unknown
CIITA	HLA-DRB3	CIITA_HLA-DRB3	unknown
CIITA	HLA-DRB4	CIITA_HLA-DRB4	unknown
CIITA	HLA-DRB5	CIITA_HLA-DRB5	unknown
CIITA	HLA-F	CIITA_HLA-F	unknown
CIITA	HLA-G	CIITA_HLA-G	unknown
CIITA	IL4	CIITA_IL4	unknown
CIITA	IRF1	CIITA_IRF1	unknown
CIITA	IRF2	CIITA_IRF2	unknown
CIITA	MMP9	CIITA_MMP9	unknown
CIITA	PLXNA1	CIITA_PLXNA1	unknown
CIITA	PSMC5	CIITA_PSMC5	unknown
CIITA	RAB4B	CIITA_RAB4B	unknown
CIITA	S100A4	CIITA_S100A4	unknown
CIITA	SIRT1	CIITA_SIRT1	unknown
CIITA	SLC26A3	CIITA_SLC26A3	unknown
CIITA	STAT1	CIITA_STAT1	unknown
CITED2	MMP1	CITED2_MMP1	unknown
CITED2	MMP13	CITED2_MMP13	unknown
CLOCK	BHLHE40	CLOCK_BHLHE40	unknown
CLOCK	BHLHE41	CLOCK_BHLHE41	unknown
CLOCK	CRY1	CLOCK_CRY1	unknown
CLOCK	CRY2	CLOCK_CRY2	unknown
CLOCK	DEC1	CLOCK_1-Dec	unknown
CLOCK	KAT5	CLOCK_KAT5	unknown
CLOCK	NAMPT	CLOCK_NAMPT	unknown
CLOCK	NR0B2	CLOCK_NR0B2	unknown
CLOCK	NR3C1	CLOCK_NR3C1	unknown
CLOCK	PER1	CLOCK_PER1	unknown
CLOCK	PER2	CLOCK_PER2	unknown
CLOCK	PER3	CLOCK_PER3	unknown
CLOCK	STAR	CLOCK_STAR	unknown
CLOCK	TPO	CLOCK_TPO	unknown
CNBP	MYC	CNBP_MYC	unknown
CNOT7	MSMB	CNOT7_MSMB	unknown
CNOT7	PMP22	CNOT7_PMP22	unknown
CNOT8	MSMB	CNOT8_MSMB	unknown
CNOT8	PMP22	CNOT8_PMP22	unknown
COPS5	CDKN1B	COPS5_CDKN1B	unknown
COPS5	VEGFA	COPS5_VEGFA	unknown
CRABP2	RARA	CRABP2_RARA	unknown
CREB1	ACACA	CREB1_ACACA	unknown
CREB1	ADRA1A	CREB1_ADRA1A	unknown
CREB1	AQP3	CREB1_AQP3	unknown
CREB1	AR	CREB1_AR	unknown
CREB1	BCL2	CREB1_BCL2	unknown
CREB1	BCL2L11	CREB1_BCL2L11	unknown
CREB1	BDKRB1	CREB1_BDKRB1	unknown
CREB1	BDKRB2	CREB1_BDKRB2	unknown
CREB1	BDNF	CREB1_BDNF	unknown
CREB1	CASP8	CREB1_CASP8	unknown
CREB1	CCK	CREB1_CCK	unknown
CREB1	CCL5	CREB1_CCL5	unknown
CREB1	CD4	CREB1_CD4	unknown
CREB1	CGA	CREB1_CGA	unknown
CREB1	CRTC1	CREB1_CRTC1	unknown
CREB1	CXCR4	CREB1_CXCR4	unknown
CREB1	CYP11A1	CREB1_CYP11A1	unknown
CREB1	CYP11B1	CREB1_CYP11B1	unknown
CREB1	CYP11B2	CREB1_CYP11B2	unknown
CREB1	CYP17A1	CREB1_CYP17A1	unknown
CREB1	CYP19A1	CREB1_CYP19A1	unknown
CREB1	ERBB2	CREB1_ERBB2	unknown
CREB1	ETV3	CREB1_ETV3	unknown
CREB1	FLT1	CREB1_FLT1	unknown
CREB1	FOS	CREB1_FOS	unknown
CREB1	FOXA1	CREB1_FOXA1	unknown
CREB1	GABPA	CREB1_GABPA	unknown
CREB1	GRPR	CREB1_GRPR	unknown
CREB1	GSK3A	CREB1_GSK3A	unknown
CREB1	GSK3B	CREB1_GSK3B	unknown
CREB1	HLA-DOB	CREB1_HLA-DOB	unknown
CREB1	HLA-DQB1	CREB1_HLA-DQB1	unknown
CREB1	HMOX1	CREB1_HMOX1	unknown
CREB1	HPGD	CREB1_HPGD	unknown
CREB1	IFNG	CREB1_IFNG	unknown
CREB1	IL10	CREB1_IL10	unknown
CREB1	IL2	CREB1_IL2	unknown
CREB1	IL5RA	CREB1_IL5RA	unknown
CREB1	IL6	CREB1_IL6	unknown
CREB1	JUN	CREB1_JUN	unknown
CREB1	LAPTM4B	CREB1_LAPTM4B	unknown
CREB1	LYL1	CREB1_LYL1	unknown
CREB1	MC2R	CREB1_MC2R	unknown
CREB1	MITF	CREB1_MITF	unknown
CREB1	MMP2	CREB1_MMP2	unknown
CREB1	MSMB	CREB1_MSMB	unknown
CREB1	MUC4	CREB1_MUC4	unknown
CREB1	MUC5AC	CREB1_MUC5AC	unknown
CREB1	NDC80	CREB1_NDC80	unknown
CREB1	NF1	CREB1_NF1	unknown
CREB1	NMNAT2	CREB1_NMNAT2	unknown
CREB1	NOLC1	CREB1_NOLC1	unknown
CREB1	NPY	CREB1_NPY	unknown
CREB1	NR2F1	CREB1_NR2F1	unknown
CREB1	NR2F6	CREB1_NR2F6	unknown
CREB1	NR4A3	CREB1_NR4A3	unknown
CREB1	NR5A2	CREB1_NR5A2	unknown
CREB1	NRF1	CREB1_NRF1	unknown
CREB1	NTS	CREB1_NTS	unknown
CREB1	ODC1	CREB1_ODC1	unknown
CREB1	PCSK1	CREB1_PCSK1	unknown
CREB1	PLAT	CREB1_PLAT	unknown
CREB1	PLAU	CREB1_PLAU	unknown
CREB1	POLD2	CREB1_POLD2	unknown
CREB1	PPM1D	CREB1_PPM1D	unknown
CREB1	PPP2CA	CREB1_PPP2CA	unknown
CREB1	PPP2R2B	CREB1_PPP2R2B	unknown
CREB1	PRL	CREB1_PRL	unknown
CREB1	PSEN1	CREB1_PSEN1	unknown
CREB1	PTGES	CREB1_PTGES	unknown
CREB1	PTGS2	CREB1_PTGS2	unknown
CREB1	RP1	CREB1_RP1	unknown
CREB1	RRM2B	CREB1_RRM2B	unknown
CREB1	SLC19A1	CREB1_SLC19A1	unknown
CREB1	SLC20A1	CREB1_SLC20A1	unknown
CREB1	SLC22A8	CREB1_SLC22A8	unknown
CREB1	SLC39A1	CREB1_SLC39A1	unknown
CREB1	SMAD6	CREB1_SMAD6	unknown
CREB1	SNAI1	CREB1_SNAI1	unknown
CREB1	SNAI2	CREB1_SNAI2	unknown
CREB1	SOX9	CREB1_SOX9	unknown
CREB1	SPRY2	CREB1_SPRY2	unknown
CREB1	STMN1	CREB1_STMN1	unknown
CREB1	TH	CREB1_TH	unknown
CREB1	TLR9	CREB1_TLR9	unknown
CREB1	TRH	CREB1_TRH	unknown
CREB1	UXT	CREB1_UXT	unknown
CREB1	VIP	CREB1_VIP	unknown
CREB1	XPC	CREB1_XPC	unknown
CREB3	CXCR4	CREB3_CXCR4	unknown
CREB3L1	SLC1A4	CREB3L1_SLC1A4	unknown
CREB3L4	DNAJC12	CREB3L4_DNAJC12	unknown
CREB5	ATP6V0E1	CREB5_ATP6V0E1	unknown
CREB5	CFB	CREB5_CFB	unknown
CREB5	DGKG	CREB5_DGKG	unknown
CREB5	LGALS3BP	CREB5_LGALS3BP	unknown
CREB5	LY96	CREB5_LY96	unknown
CREB5	MAPKAPK3	CREB5_MAPKAPK3	unknown
CREB5	MX1	CREB5_MX1	unknown
CREB5	RASGRP3	CREB5_RASGRP3	unknown
CREB5	RDX	CREB5_RDX	unknown
CREB5	STAT1	CREB5_STAT1	unknown
CREB5	TGFBR3	CREB5_TGFBR3	unknown
CREB5	TNFRSF11B	CREB5_TNFRSF11B	unknown
CREBBP	ALOX15	CREBBP_ALOX15	unknown
CREBBP	BRCA1	CREBBP_BRCA1	unknown
CREBBP	CCK	CREBBP_CCK	unknown
CREBBP	CDKN1A	CREBBP_CDKN1A	unknown
CREBBP	CREB1	CREBBP_CREB1	unknown
CREBBP	CSF2	CREBBP_CSF2	unknown
CREBBP	EGFR	CREBBP_EGFR	unknown
CREBBP	EP300	CREBBP_EP300	unknown
CREBBP	EZH2	CREBBP_EZH2	unknown
CREBBP	HINFP	CREBBP_HINFP	unknown
CREBBP	HOXA10	CREBBP_HOXA10	unknown
CREBBP	HOXA9	CREBBP_HOXA9	unknown
CREBBP	IL4	CREBBP_IL4	unknown
CREBBP	INSM1	CREBBP_INSM1	unknown
CREBBP	IRF1	CREBBP_IRF1	unknown
CREBBP	PCK2	CREBBP_PCK2	unknown
CREBBP	PPARA	CREBBP_PPARA	unknown
CREBBP	PSMC5	CREBBP_PSMC5	unknown
CREBBP	PTGS2	CREBBP_PTGS2	unknown
CREBBP	RAD51	CREBBP_RAD51	unknown
CREBBP	RARA	CREBBP_RARA	unknown
CREBBP	RS1	CREBBP_RS1	unknown
CREBBP	S100A4	CREBBP_S100A4	unknown
CREBBP	TP53	CREBBP_TP53	unknown
CREBBP	TRIM22	CREBBP_TRIM22	unknown
CREG1	HSPA4	CREG1_HSPA4	unknown
CREM	ACE	CREM_ACE	unknown
CREM	ACR	CREM_ACR	unknown
CREM	FHL5	CREM_FHL5	unknown
CREM	CCL4	CREM_CCL4	unknown
CREM	CCNA1	CREM_CCNA1	unknown
CREM	CCNA2	CREM_CCNA2	unknown
CREM	CD247	CREM_CD247	unknown
CREM	CREB1	CREM_CREB1	unknown
CREM	DUSP1	CREM_DUSP1	unknown
CREM	DUSP4	CREM_DUSP4	unknown
CREM	FASLG	CREM_FASLG	unknown
CREM	FOS	CREM_FOS	unknown
CREM	G6PD	CREM_G6PD	unknown
CREM	GPX4	CREM_GPX4	unknown
CREM	IL2	CREM_IL2	unknown
CREM	IL5RA	CREM_IL5RA	unknown
CREM	LDHC	CREM_LDHC	unknown
CREM	MC2R	CREM_MC2R	unknown
CREM	PLAT	CREM_PLAT	unknown
CREM	SLC5A5	CREM_SLC5A5	unknown
CREM	STAR	CREM_STAR	unknown
CREM	TAF4	CREM_TAF4	unknown
CREM	TBP	CREM_TBP	unknown
CREM	TH	CREM_TH	unknown
CREM	ZAP70	CREM_ZAP70	unknown
CREB1	IBSP	CREB1_IBSP	unknown
CRTC1	PPARGC1A	CRTC1_PPARGC1A	unknown
CRX	BEST1	CRX_BEST1	unknown
CRX	NR2E3	CRX_NR2E3	unknown
CRX	RBP3	CRX_RBP3	unknown
CRX	RHO	CRX_RHO	unknown
CRX	RS1	CRX_RS1	unknown
CTBP1	BRCA1	CTBP1_BRCA1	unknown
CTBP1	BRCA2	CTBP1_BRCA2	unknown
CTBP1	CLDN7	CTBP1_CLDN7	unknown
CTBP1	KRT18	CTBP1_KRT18	unknown
CTCF	ANG	CTCF_ANG	unknown
CTCF	APP	CTCF_APP	unknown
CTCF	ASAP2	CTCF_ASAP2	unknown
CTCF	ATXN7	CTCF_ATXN7	unknown
CTCF	BBC3	CTCF_BBC3	unknown
CTCF	BCL6	CTCF_BCL6	unknown
CTCF	BRCA1	CTCF_BRCA1	unknown
CTCF	CCND1	CTCF_CCND1	unknown
CTCF	CELSR3	CTCF_CELSR3	unknown
CTCF	CSF2	CTCF_CSF2	unknown
CTCF	DMPK	CTCF_DMPK	unknown
CTCF	ETNK2	CTCF_ETNK2	unknown
CTCF	H19	CTCF_H19	unknown
CTCF	PBXIP1	CTCF_PBXIP1	unknown
CTCF	IGF2	CTCF_IGF2	unknown
CTCF	IPO13	CTCF_IPO13	unknown
CTCF	IRAK2	CTCF_IRAK2	unknown
CTCF	MEG3	CTCF_MEG3	unknown
CTCF	MYC	CTCF_MYC	unknown
CTCF	NANOG	CTCF_NANOG	unknown
CTCF	NF1	CTCF_NF1	unknown
CTCF	PAX6	CTCF_PAX6	unknown
CTCF	PTPRG	CTCF_PTPRG	unknown
CTCF	RAD21	CTCF_RAD21	unknown
CTCF	RARRES1	CTCF_RARRES1	unknown
CTCF	RBL2	CTCF_RBL2	unknown
CTCF	SIX5	CTCF_SIX5	unknown
CTCF	SLC6A4	CTCF_SLC6A4	unknown
CTCF	TERT	CTCF_TERT	unknown
CTCF	WT1	CTCF_WT1	unknown
CTCFL	BAG1	CTCFL_BAG1	unknown
CTNNB1	AR	CTNNB1_AR	unknown
CTNNB1	BIRC5	CTNNB1_BIRC5	unknown
CTNNB1	CCND1	CTNNB1_CCND1	unknown
CTNNB1	CD44	CTNNB1_CD44	unknown
CTNNB1	CHGA	CTNNB1_CHGA	unknown
CTNNB1	CLDN2	CTNNB1_CLDN2	unknown
CTNNB1	FST	CTNNB1_FST	unknown
CTNNB1	GLCE	CTNNB1_GLCE	unknown
CTNNB1	GLI2	CTNNB1_GLI2	unknown
CTNNB1	JUN	CTNNB1_JUN	unknown
CTNNB1	MMP14	CTNNB1_MMP14	unknown
CTNNB1	MMP7	CTNNB1_MMP7	unknown
CTNNB1	MYC	CTNNB1_MYC	unknown
CTNNB1	NCOA2	CTNNB1_NCOA2	unknown
CTNNB1	NRCAM	CTNNB1_NRCAM	unknown
CTNNB1	PLD1	CTNNB1_PLD1	unknown
CTNNB1	PPARD	CTNNB1_PPARD	unknown
CTNNB1	PTGS2	CTNNB1_PTGS2	unknown
CTNNB1	RB1	CTNNB1_RB1	unknown
CTNNB1	STARD7	CTNNB1_STARD7	unknown
CTNNB1	TCF7	CTNNB1_TCF7	unknown
CTNNB1	VIM	CTNNB1_VIM	unknown
CTNNBIP1	GLI2	CTNNBIP1_GLI2	unknown
CTNNBIP1	MMP14	CTNNBIP1_MMP14	unknown
CTNNBIP1	STMN2	CTNNBIP1_STMN2	unknown
CUX1	CDKN1B	CUX1_CDKN1B	unknown
CUX1	CFTR	CUX1_CFTR	unknown
CUX1	CR2	CUX1_CR2	unknown
CUX1	CYBB	CUX1_CYBB	unknown
CUX1	ECT2	CUX1_ECT2	unknown
CUX1	FTO	CUX1_FTO	unknown
CUX1	RACGAP1	CUX1_RACGAP1	unknown
CUX1	WNT5A	CUX1_WNT5A	unknown
DACH1	FOS	DACH1_FOS	unknown
DACH1	PELP1	DACH1_PELP1	unknown
DACH1	TNFSF11	DACH1_TNFSF11	unknown
DAXX	AIRE	DAXX_AIRE	unknown
DBP	ACKR1	DBP_ACKR1	unknown
DBP	ALDOB	DBP_ALDOB	unknown
DBP	CYP3A4	DBP_CYP3A4	unknown
DBP	CYP7A1	DBP_CYP7A1	unknown
DDB1	CDKN2A	DDB1_CDKN2A	unknown
DDB2	BCL2	DDB2_BCL2	unknown
DDB2	SOD2	DDB2_SOD2	unknown
DDB2	XPA	DDB2_XPA	unknown
DDIT3	ANKRD1	DDIT3_ANKRD1	unknown
DDIT3	ASNS	DDIT3_ASNS	unknown
DDIT3	ATF2	DDIT3_ATF2	unknown
DDIT3	ATF5	DDIT3_ATF5	unknown
DDIT3	ATG5	DDIT3_ATG5	unknown
DDIT3	CDK2	DDIT3_CDK2	unknown
DDIT3	CEBPA	DDIT3_CEBPA	unknown
DDIT3	CXCL8	DDIT3_CXCL8	unknown
DDIT3	IL6	DDIT3_IL6	unknown
DDIT3	MAP1LC3B	DDIT3_MAP1LC3B	unknown
DDIT3	MCL1	DDIT3_MCL1	unknown
DDIT3	NOS3	DDIT3_NOS3	unknown
DDIT3	RTN3	DDIT3_RTN3	unknown
DDIT3	SIRT1	DDIT3_SIRT1	unknown
DDIT3	SIRT2	DDIT3_SIRT2	unknown
DDIT3	TF	DDIT3_TF	unknown
DDIT3	TNFRSF10B	DDIT3_TNFRSF10B	unknown
DDIT3	TRIB3	DDIT3_TRIB3	unknown
DDX5	H19	DDX5_H19	unknown
DDX5	IGF2	DDX5_IGF2	unknown
DEAF1	GDF5	DEAF1_GDF5	unknown
DEAF1	HTR1A	DEAF1_HTR1A	unknown
DEDD	CFLAR	DEDD_CFLAR	unknown
DEDD	FADD	DEDD_FADD	unknown
DEK	BCL2	DEK_BCL2	unknown
DEK	BIRC3	DEK_BIRC3	unknown
DEK	CXCL8	DEK_CXCL8	unknown
DEK	HLA-DQB1	DEK_HLA-DQB1	unknown
DEK	PRDX5	DEK_PRDX5	unknown
DENND4A	ERBB2	DENND4A_ERBB2	unknown
DLX3	CGA	DLX3_CGA	unknown
DLX4	BRCA1	DLX4_BRCA1	unknown
DLX5	IBSP	DLX5_IBSP	unknown
DLX5	IGFBP3	DLX5_IGFBP3	unknown
DLX5	IRS2	DLX5_IRS2	unknown
DLX5	MYC	DLX5_MYC	unknown
DMAP1	ATM	DMAP1_ATM	unknown
DMAP1	BAX	DMAP1_BAX	unknown
DMAP1	CDKN1A	DMAP1_CDKN1A	unknown
DMAP1	DNMT1	DMAP1_DNMT1	unknown
DNMT1	BAG1	DNMT1_BAG1	unknown
DNMT1	BIRC5	DNMT1_BIRC5	unknown
DNMT1	BMP2	DNMT1_BMP2	unknown
DNMT1	CASP8	DNMT1_CASP8	unknown
DNMT1	CDH1	DNMT1_CDH1	unknown
DNMT1	CDKN2A	DNMT1_CDKN2A	unknown
DNMT1	CDKN2B	DNMT1_CDKN2B	unknown
DNMT1	CXCR4	DNMT1_CXCR4	unknown
DNMT1	EPCAM	DNMT1_EPCAM	unknown
DNMT1	ESR1	DNMT1_ESR1	unknown
DNMT1	GAD1	DNMT1_GAD1	unknown
DNMT1	HDAC1	DNMT1_HDAC1	unknown
DNMT1	IL3	DNMT1_IL3	unknown
DNMT1	IL32	DNMT1_IL32	unknown
DNMT1	KIR2DL3	DNMT1_KIR2DL3	unknown
DNMT1	MBD2	DNMT1_MBD2	unknown
DNMT1	MGMT	DNMT1_MGMT	unknown
DNMT1	MSH2	DNMT1_MSH2	unknown
DNMT1	PROM1	DNMT1_PROM1	unknown
DNMT1	RASSF1	DNMT1_RASSF1	unknown
DNMT1	RB1	DNMT1_RB1	unknown
DNMT1	RELN	DNMT1_RELN	unknown
DNMT1	RGS10	DNMT1_RGS10	unknown
DNMT1	RUNX3	DNMT1_RUNX3	unknown
DNMT1	SFRP1	DNMT1_SFRP1	unknown
DNMT1	SFRP5	DNMT1_SFRP5	unknown
DNMT1	TERT	DNMT1_TERT	unknown
DNMT1	TIMP3	DNMT1_TIMP3	unknown
DNMT1	TNFRSF10B	DNMT1_TNFRSF10B	unknown
DNMT1	TP53	DNMT1_TP53	unknown
DNMT1	VEGFA	DNMT1_VEGFA	unknown
DNMT3A	CDH6	DNMT3A_CDH6	unknown
DNMT3A	CDKN1A	DNMT3A_CDKN1A	unknown
DNMT3A	CDKN2A	DNMT3A_CDKN2A	unknown
DNMT3A	IGFBP3	DNMT3A_IGFBP3	unknown
DNMT3A	JUP	DNMT3A_JUP	unknown
DNMT3A	POU5F1	DNMT3A_POU5F1	unknown
DNMT3A	SETDB1	DNMT3A_SETDB1	unknown
DNMT3A	SFRP1	DNMT3A_SFRP1	unknown
DNMT3A	SFRP5	DNMT3A_SFRP5	unknown
DNMT3L	TDG	DNMT3L_TDG	unknown
DR1	NR1I2	DR1_NR1I2	unknown
DR1	NR2C2	DR1_NR2C2	unknown
DR1	PTGS2	DR1_PTGS2	unknown
DR1	TBP	DR1_TBP	unknown
DRAP1	TBP	DRAP1_TBP	unknown
DUX4	HEY1	DUX4_HEY1	unknown
E2F1	ABCB1	E2F1_ABCB1	unknown
E2F1	APAF1	E2F1_APAF1	unknown
E2F1	AR	E2F1_AR	unknown
E2F1	ASF1B	E2F1_ASF1B	unknown
E2F1	ATAD2	E2F1_ATAD2	unknown
E2F1	ATG5	E2F1_ATG5	unknown
E2F1	ATM	E2F1_ATM	unknown
E2F1	AURKA	E2F1_AURKA	unknown
E2F1	AURKB	E2F1_AURKB	unknown
E2F1	BBC3	E2F1_BBC3	unknown
E2F1	BCL2	E2F1_BCL2	unknown
E2F1	BIRC5	E2F1_BIRC5	unknown
E2F1	BMI1	E2F1_BMI1	unknown
E2F1	BRCA1	E2F1_BRCA1	unknown
E2F1	CASP7	E2F1_CASP7	unknown
E2F1	CCL3	E2F1_CCL3	unknown
E2F1	CCNB1	E2F1_CCNB1	unknown
E2F1	CCND1	E2F1_CCND1	unknown
E2F1	CCNE1	E2F1_CCNE1	unknown
E2F1	CD2AP	E2F1_CD2AP	unknown
E2F1	CDAN1	E2F1_CDAN1	unknown
E2F1	CDC6	E2F1_CDC6	unknown
E2F1	CDCA7	E2F1_CDCA7	unknown
E2F1	CDK1	E2F1_CDK1	unknown
E2F1	CDKN1A	E2F1_CDKN1A	unknown
E2F1	CDKN1C	E2F1_CDKN1C	unknown
E2F1	CDKN2A	E2F1_CDKN2A	unknown
E2F1	CHEK1	E2F1_CHEK1	unknown
E2F1	CHEK2	E2F1_CHEK2	unknown
E2F1	CREBBP	E2F1_CREBBP	unknown
E2F1	CTNNBIP1	E2F1_CTNNBIP1	unknown
E2F1	CTSV	E2F1_CTSV	unknown
E2F1	CUX1	E2F1_CUX1	unknown
E2F1	DAPK2	E2F1_DAPK2	unknown
E2F1	DBF4	E2F1_DBF4	unknown
E2F1	DDIT3	E2F1_DDIT3	unknown
E2F1	DHFR	E2F1_DHFR	unknown
E2F1	DIRAS3	E2F1_DIRAS3	unknown
E2F1	DNMT1	E2F1_DNMT1	unknown
E2F1	DOK1	E2F1_DOK1	unknown
E2F1	DRAM1	E2F1_DRAM1	unknown
E2F1	DROSHA	E2F1_DROSHA	unknown
