"Pair.Name","Ligand.ApprovedSymbol","Ligand.Name","Receptor.ApprovedSymbol","Receptor.Name","DLRP","HPMR","IUPHAR","HPRD","HPMR.Ligand","HPMR.Receptor","Pair.Source","Pair.Evidence","pathway_name","annotation","match_status"
"HBEGF_ERBB2","HBEGF","heparin-binding EGF-like growth factor","ERBB2","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2",NA,NA,NA,NA,"HBEGF","ERBB2","novel","literature supported","EGF","Secreted Signaling","matched"
"HBEGF_ERBB4","HBEGF","heparin-binding EGF-like growth factor","ERBB4","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4","DLRP","HPMR","IUPHAR","HPRD","HBEGF","ERBB4","known","literature supported","EGF","Secreted Signaling","matched"
"HGF_MET","HGF","hepatocyte growth factor (hepapoietin A; scatter factor)","MET","met proto-oncogene","DLRP","HPMR","IUPHAR","HPRD","HGF","MET","known","literature supported","HGF","Secreted Signaling","matched"
"IGF1_IGF1R","IGF1","insulin-like growth factor 1 (somatomedin C)","IGF1R","insulin-like growth factor 1 receptor","DLRP","HPMR","IUPHAR","HPRD","IGF1","IGF1R","known","literature supported","IGF","Secreted Signaling","matched"
"IGF2_IGF1R","IGF2","insulin-like growth factor 2 (somatomedin A)","IGF1R","insulin-like growth factor 1 receptor",NA,NA,"IUPHAR","HPRD","IGF2","IGF1R","known","literature supported","IGF","Secreted Signaling","matched"
"IGF2_IGF2R","IGF2","insulin-like growth factor 2 (somatomedin A)","IGF2R","insulin-like growth factor 2 receptor","DLRP","HPMR",NA,"HPRD","IGF2","IGF2R","known","literature supported","IGF","Secreted Signaling","matched"
"IGFL3_IGFLR1","IGFL3","IGF-like family member 3","IGFLR1","IGF-like family receptor 1",NA,NA,NA,NA,NA,NA,"novel","literature supported","IGF","Secreted Signaling","matched"
"IHH_PTCH1","IHH","indian hedgehog","PTCH1","patched 1",NA,"HPMR",NA,"HPRD","IHH","PTCH","known","literature supported","HH","Secreted Signaling","matched"
"IHH_PTCH2","IHH","indian hedgehog","PTCH2","patched 2",NA,NA,NA,"HPRD","IHH","PTCH2","novel","literature supported","HH","Secreted Signaling","matched"
"INHBA_ACVR1B","INHBA","inhibin, beta A","ACVR1B","activin A receptor, type IB","DLRP","HPMR",NA,"HPRD","INHBA","ACVR1B","known","literature supported","ACTIVIN","Secreted Signaling","matched"
"INHBA_ACVR2A","INHBA","inhibin, beta A","ACVR2A","activin A receptor, type IIA","DLRP","HPMR",NA,"HPRD","INHBA","ACVR2A","known","literature supported","ACTIVIN","Secreted Signaling","matched"
"INHBA_ACVR2B","INHBA","inhibin, beta A","ACVR2B","activin A receptor, type IIB","DLRP",NA,NA,"HPRD","INHBA","ACVR2B","known","literature supported","ACTIVIN","Secreted Signaling","matched"
"INHBB_ACVR1B","INHBB","inhibin, beta B","ACVR1B","activin A receptor, type IB","DLRP",NA,NA,"HPRD","INHBB","ACVR1B","known","literature supported","ACTIVIN","Secreted Signaling","matched"
"INHBB_ACVR1C","INHBB","inhibin, beta B","ACVR1C","activin A receptor, type IC",NA,NA,NA,"HPRD","INHBB","ACVR1C","novel","literature supported","ACTIVIN","Secreted Signaling","matched"
"INHBB_ACVR2A","INHBB","inhibin, beta B","ACVR2A","activin A receptor, type IIA","DLRP","HPMR",NA,"HPRD","INHBB","ACVR2A","known","literature supported","ACTIVIN","Secreted Signaling","matched"
"INHBB_ACVR2B","INHBB","inhibin, beta B","ACVR2B","activin A receptor, type IIB","DLRP",NA,NA,"HPRD","INHBB","ACVR2B","known","literature supported","ACTIVIN","Secreted Signaling","matched"
"INHBC_ACVR1B","INHBC","inhibin, beta C","ACVR1B","activin A receptor, type IB","DLRP",NA,NA,"HPRD","INHBC","ACVR1B","known","literature supported","ACTIVIN","Secreted Signaling","matched"
"INHBC_ACVR2A","INHBC","inhibin, beta C","ACVR2A","activin A receptor, type IIA","DLRP",NA,NA,"HPRD","INHBC","ACVR2A","known","literature supported","ACTIVIN","Secreted Signaling","matched"
"INHBC_ACVR2B","INHBC","inhibin, beta C","ACVR2B","activin A receptor, type IIB","DLRP",NA,NA,"HPRD","INHBC","ACVR2B","known","literature supported","ACTIVIN","Secreted Signaling","matched"
"INHBE_ACVR1B","INHBE","inhibin, beta E","ACVR1B","activin A receptor, type IB",NA,NA,NA,NA,NA,"ACVR1B","novel","literature supported","ACTIVIN","Secreted Signaling","matched"
"INHBE_ACVR2A","INHBE","inhibin, beta E","ACVR2A","activin A receptor, type IIA",NA,NA,NA,NA,NA,"ACVR2A","novel","literature supported","ACTIVIN","Secreted Signaling","matched"
"INS_INSR","INS","insulin","INSR","insulin receptor","DLRP","HPMR","IUPHAR","HPRD","INS","INSR","known","literature supported","INSULIN","Secreted Signaling","matched"
"NGF_NGFR","NGF","nerve growth factor (beta polypeptide)","NGFR","nerve growth factor receptor","DLRP","HPMR","IUPHAR","HPRD","NGFB","NGFR","known","literature supported","NGF","Secreted Signaling","matched"
"NGF_NTRK1","NGF","nerve growth factor (beta polypeptide)","NTRK1","neurotrophic tyrosine kinase, receptor, type 1","DLRP","HPMR",NA,"HPRD","NGFB","NTRK1","known","literature supported","NT","Secreted Signaling","matched"
"NODAL_ACVR1B","NODAL","nodal growth differentiation factor","ACVR1B","activin A receptor, type IB",NA,"HPMR",NA,NA,"NODAL","ACVR1B","known","literature supported","NODAL","Secreted Signaling","matched"
"NODAL_ACVR1C","NODAL","nodal growth differentiation factor","ACVR1C","activin A receptor, type IC",NA,"HPMR",NA,NA,"NODAL","ACVR1C","known","literature supported","NODAL","Secreted Signaling","matched"
"NODAL_ACVR2A","NODAL","nodal growth differentiation factor","ACVR2A","activin A receptor, type IIA",NA,"HPMR",NA,NA,"NODAL","ACVR2A","known","literature supported","NODAL","Secreted Signaling","matched"
"NODAL_ACVR2B","NODAL","nodal growth differentiation factor","ACVR2B","activin A receptor, type IIB",NA,"HPMR",NA,NA,"NODAL","ACVR2B","known","literature supported","NODAL","Secreted Signaling","matched"
"NRG1_ERBB2","NRG1","neuregulin 1","ERBB2","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2","DLRP","HPMR",NA,NA,"NRG1","ERBB2","known","literature supported","NRG","Secreted Signaling","matched"
"NRG1_ERBB3","NRG1","neuregulin 1","ERBB3","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3","DLRP","HPMR","IUPHAR","HPRD","NRG1","ERBB3","known","literature supported","NRG","Secreted Signaling","matched"
"NRG1_ERBB4","NRG1","neuregulin 1","ERBB4","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4","DLRP",NA,"IUPHAR","HPRD","NRG1","ERBB4","known","literature supported","NRG","Secreted Signaling","matched"
"NRG2_ERBB2","NRG2","neuregulin 2","ERBB2","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2",NA,NA,NA,NA,"NRG2","ERBB2","novel","literature supported","NRG","Secreted Signaling","matched"
"NRG2_ERBB3","NRG2","neuregulin 2","ERBB3","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3",NA,"HPMR","IUPHAR","HPRD","NRG2","ERBB3","known","literature supported","NRG","Secreted Signaling","matched"
"NRG2_ERBB4","NRG2","neuregulin 2","ERBB4","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4",NA,"HPMR","IUPHAR","HPRD","NRG2","ERBB4","known","literature supported","NRG","Secreted Signaling","matched"
"NRG3_ERBB4","NRG3","neuregulin 3","ERBB4","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4",NA,"HPMR","IUPHAR","HPRD","NRG3","ERBB4","known","literature supported","NRG","Secreted Signaling","matched"
"NRG4_ERBB2","NRG4","neuregulin 4","ERBB2","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2",NA,NA,NA,NA,NA,"ERBB2","novel","literature supported","NRG","Secreted Signaling","matched"
"NRG4_ERBB4","NRG4","neuregulin 4","ERBB4","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4",NA,NA,"IUPHAR","HPRD",NA,"ERBB4","known","literature supported","NRG","Secreted Signaling","matched"
"NRTN_GFRA2","NRTN","neurturin","GFRA2","GDNF family receptor alpha 2",NA,"HPMR",NA,"HPRD","NRTN","GFRA2","known","literature supported","GDNF","Secreted Signaling","matched"
"NRTN_RET","NRTN","neurturin","RET","ret proto-oncogene",NA,"HPMR",NA,"HPRD","NRTN","RET","known","literature supported","GDNF","Secreted Signaling","matched"
"NTF3_NGFR","NTF3","neurotrophin 3","NGFR","nerve growth factor receptor","DLRP",NA,"IUPHAR",NA,"NTF3","NGFR","known","literature supported","NT","Secreted Signaling","matched"
"NTF3_NTRK1","NTF3","neurotrophin 3","NTRK1","neurotrophic tyrosine kinase, receptor, type 1","DLRP",NA,NA,NA,"NTF3","NTRK1","known","literature supported","NT","Secreted Signaling","matched"
"NTF3_NTRK2","NTF3","neurotrophin 3","NTRK2","neurotrophic tyrosine kinase, receptor, type 2","DLRP",NA,NA,"HPRD","NTF3","NTRK2","known","literature supported","NT","Secreted Signaling","matched"
"NTF3_NTRK3","NTF3","neurotrophin 3","NTRK3","neurotrophic tyrosine kinase, receptor, type 3","DLRP","HPMR","IUPHAR","HPRD","NTF3","NTRK3","known","literature supported","NT","Secreted Signaling","matched"
"NTF4_NGFR","NTF4","neurotrophin 4","NGFR","nerve growth factor receptor","DLRP",NA,"IUPHAR","HPRD","NTF5","NGFR","known","literature supported","NT","Secreted Signaling","matched"
"NTF4_NTRK2","NTF4","neurotrophin 4","NTRK2","neurotrophic tyrosine kinase, receptor, type 2","DLRP","HPMR",NA,"HPRD","NTF5","NTRK2","known","literature supported","NT","Secreted Signaling","matched"
"PDGFA_PDGFRA","PDGFA","platelet-derived growth factor alpha polypeptide","PDGFRA","platelet-derived growth factor receptor, alpha polypeptide","DLRP","HPMR",NA,"HPRD","PDGFA","PDGFRA","known","literature supported","PDGF","Secreted Signaling","matched"
"PDGFA_PDGFRB","PDGFA","platelet-derived growth factor alpha polypeptide","PDGFRB","platelet-derived growth factor receptor, beta polypeptide",NA,NA,NA,NA,"PDGFA","PDGFRB","novel","literature supported","PDGF","Secreted Signaling","matched"
"PDGFB_PDGFRA","PDGFB","platelet-derived growth factor beta polypeptide","PDGFRA","platelet-derived growth factor receptor, alpha polypeptide","DLRP","HPMR",NA,"HPRD","PDGFB","PDGFRA","known","literature supported","PDGF","Secreted Signaling","matched"
"PDGFB_PDGFRB","PDGFB","platelet-derived growth factor beta polypeptide","PDGFRB","platelet-derived growth factor receptor, beta polypeptide","DLRP","HPMR",NA,"HPRD","PDGFB","PDGFRB","known","literature supported","PDGF","Secreted Signaling","matched"
"PDGFC_PDGFRA","PDGFC","platelet derived growth factor C","PDGFRA","platelet-derived growth factor receptor, alpha polypeptide",NA,"HPMR",NA,"HPRD","PDGFC","PDGFRA","known","literature supported","PDGF","Secreted Signaling","matched"
"PDGFD_PDGFRB","PDGFD","platelet derived growth factor D","PDGFRB","platelet-derived growth factor receptor, beta polypeptide",NA,"HPMR",NA,"HPRD","PDGFD","PDGFRB","known","literature supported","PDGF","Secreted Signaling","matched"
"PGF_FLT1","PGF","placental growth factor","FLT1","fms-related tyrosine kinase 1","DLRP",NA,NA,"HPRD","PGF","FLT1","known","literature supported","VEGF","Secreted Signaling","matched"
"PSPN_GFRA4","PSPN","persephin","GFRA4","GDNF family receptor alpha 4",NA,"HPMR",NA,"HPRD","PSPN","GFRA4","known","literature supported","GDNF","Secreted Signaling","matched"
"PSPN_RET","PSPN","persephin","RET","ret proto-oncogene",NA,"HPMR",NA,NA,"PSPN","RET","known","literature supported","GDNF","Secreted Signaling","matched"
"SHH_PTCH1","SHH","sonic hedgehog","PTCH1","patched 1",NA,"HPMR",NA,"HPRD","SHH","PTCH","known","literature supported","HH","Secreted Signaling","matched"
"SHH_PTCH2","SHH","sonic hedgehog","PTCH2","patched 2",NA,NA,NA,"HPRD","SHH","PTCH2","novel","literature supported","HH","Secreted Signaling","matched"
"SHH_SMO","SHH","sonic hedgehog","SMO","smoothened, frizzled class receptor",NA,"HPMR",NA,NA,"SHH","SMO","known","literature supported","HH","Secreted Signaling","matched"
"TGFA_EGFR","TGFA","transforming growth factor, alpha","EGFR","epidermal growth factor receptor","DLRP","HPMR","IUPHAR","HPRD","TGFA","EGFR","known","literature supported","EGF","Secreted Signaling","matched"
"TGFA_ERBB2","TGFA","transforming growth factor, alpha","ERBB2","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2",NA,NA,NA,"HPRD","TGFA","ERBB2","novel","literature supported","EGF","Secreted Signaling","matched"
"TGFB1_TGFBR1","TGFB1","transforming growth factor, beta 1","TGFBR1","transforming growth factor, beta receptor 1","DLRP","HPMR",NA,"HPRD","TGFB1","TGFBR1","known","literature supported","TGFb","Secreted Signaling","matched"
"TGFB1_TGFBR2","TGFB1","transforming growth factor, beta 1","TGFBR2","transforming growth factor, beta receptor II (70/80kDa)","DLRP","HPMR",NA,"HPRD","TGFB1","TGFBR2","known","literature supported","TGFb","Secreted Signaling","matched"
"TGFB2_ACVR1","TGFB2","transforming growth factor, beta 2","ACVR1","activin A receptor, type I",NA,NA,NA,NA,"TGFB2","ACVR1","novel","literature supported","TGFb","Secreted Signaling","matched"
"TGFB2_TGFBR1","TGFB2","transforming growth factor, beta 2","TGFBR1","transforming growth factor, beta receptor 1","DLRP","HPMR",NA,"HPRD","TGFB2","TGFBR1","known","literature supported","TGFb","Secreted Signaling","matched"
"TGFB2_TGFBR2","TGFB2","transforming growth factor, beta 2","TGFBR2","transforming growth factor, beta receptor II (70/80kDa)","DLRP","HPMR",NA,"HPRD","TGFB2","TGFBR2","known","literature supported","TGFb","Secreted Signaling","matched"
"TGFB3_TGFBR1","TGFB3","transforming growth factor, beta 3","TGFBR1","transforming growth factor, beta receptor 1","DLRP",NA,NA,"HPRD","TGFB3","TGFBR1","known","literature supported","TGFb","Secreted Signaling","matched"
"TGFB3_TGFBR2","TGFB3","transforming growth factor, beta 3","TGFBR2","transforming growth factor, beta receptor II (70/80kDa)","DLRP","HPMR",NA,"HPRD","TGFB3","TGFBR2","known","literature supported","TGFb","Secreted Signaling","matched"
"VEGFA_FLT1","VEGFA","vascular endothelial growth factor A","FLT1","fms-related tyrosine kinase 1","DLRP","HPMR","IUPHAR","HPRD","VEGF","FLT1","known","literature supported","VEGF","Secreted Signaling","matched"
"VEGFA_KDR","VEGFA","vascular endothelial growth factor A","KDR","kinase insert domain receptor (a type III receptor tyrosine kinase)","DLRP","HPMR","IUPHAR","HPRD","VEGF","KDR","known","literature supported","VEGF","Secreted Signaling","matched"
"VEGFB_FLT1","VEGFB","vascular endothelial growth factor B","FLT1","fms-related tyrosine kinase 1","DLRP","HPMR","IUPHAR","HPRD",NA,"FLT1","known","literature supported","VEGF","Secreted Signaling","matched"
"VEGFC_FLT4","VEGFC","vascular endothelial growth factor C","FLT4","fms-related tyrosine kinase 4","DLRP","HPMR","IUPHAR","HPRD","VEGFC","FLT4","known","literature supported","VEGF","Secreted Signaling","matched"
"VEGFC_KDR","VEGFC","vascular endothelial growth factor C","KDR","kinase insert domain receptor (a type III receptor tyrosine kinase)","DLRP","HPMR","IUPHAR","HPRD","VEGFC","KDR","known","literature supported","VEGF","Secreted Signaling","matched"
"WNT11_FZD7","WNT11","wingless-type MMTV integration site family, member 11","FZD7","frizzled class receptor 7",NA,"HPMR",NA,NA,"WNT11","FZD7","known","literature supported","ncWNT","Secreted Signaling","matched"
"WNT16_FZD6","WNT16","wingless-type MMTV integration site family, member 16","FZD6","frizzled class receptor 6",NA,NA,NA,NA,NA,"FZD6","novel","literature supported","WNT","Secreted Signaling","matched"
"WNT1_FZD1","WNT1","wingless-type MMTV integration site family, member 1","FZD1","frizzled class receptor 1",NA,NA,NA,NA,"WNT1","FZD1","novel","literature supported","WNT","Secreted Signaling","matched"
"WNT1_FZD3","WNT1","wingless-type MMTV integration site family, member 1","FZD3","frizzled class receptor 3",NA,"HPMR",NA,NA,"WNT1","FZD3","known","literature supported","WNT","Secreted Signaling","matched"
"WNT1_FZD5","WNT1","wingless-type MMTV integration site family, member 1","FZD5","frizzled class receptor 5",NA,NA,NA,NA,"WNT1","FZD5","novel","literature supported","WNT","Secreted Signaling","matched"
"WNT1_FZD7","WNT1","wingless-type MMTV integration site family, member 1","FZD7","frizzled class receptor 7",NA,NA,NA,NA,"WNT1","FZD7","novel","literature supported","WNT","Secreted Signaling","matched"
"WNT1_FZD8","WNT1","wingless-type MMTV integration site family, member 1","FZD8","frizzled class receptor 8",NA,"HPMR",NA,"HPRD","WNT1","FZD8","known","literature supported","WNT","Secreted Signaling","matched"
"WNT1_FZD9","WNT1","wingless-type MMTV integration site family, member 1","FZD9","frizzled class receptor 9",NA,"HPMR",NA,"HPRD","WNT1","FZD9","known","literature supported","WNT","Secreted Signaling","matched"
"WNT1_LRP5","WNT1","wingless-type MMTV integration site family, member 1","LRP5","low density lipoprotein receptor-related protein 5",NA,NA,NA,"HPRD","WNT1","LRP5","novel","literature supported","WNT","Secreted Signaling","matched"
"WNT1_LRP6","WNT1","wingless-type MMTV integration site family, member 1","LRP6","low density lipoprotein receptor-related protein 6",NA,NA,NA,"HPRD","WNT1","LRP6","novel","literature supported","WNT","Secreted Signaling","matched"
"WNT2_FZD1","WNT2","wingless-type MMTV integration site family member 2","FZD1","frizzled class receptor 1",NA,NA,NA,"HPRD",NA,"FZD1","novel","literature supported","WNT","Secreted Signaling","matched"
"WNT2_FZD5","WNT2","wingless-type MMTV integration site family member 2","FZD5","frizzled class receptor 5",NA,NA,NA,NA,NA,"FZD5","novel","literature supported","WNT","Secreted Signaling","matched"
"WNT2_FZD7","WNT2","wingless-type MMTV integration site family member 2","FZD7","frizzled class receptor 7",NA,NA,NA,NA,NA,"FZD7","novel","literature supported","WNT","Secreted Signaling","matched"
"WNT2_FZD8","WNT2","wingless-type MMTV integration site family member 2","FZD8","frizzled class receptor 8",NA,NA,NA,NA,NA,"FZD8","novel","literature supported","WNT","Secreted Signaling","matched"
"WNT2_FZD9","WNT2","wingless-type MMTV integration site family member 2","FZD9","frizzled class receptor 9",NA,NA,NA,"HPRD",NA,"FZD9","novel","literature supported","WNT","Secreted Signaling","matched"
"WNT2_LRP6","WNT2","wingless-type MMTV integration site family member 2","LRP6","low density lipoprotein receptor-related protein 6",NA,NA,NA,NA,NA,"LRP6","novel","literature supported","WNT","Secreted Signaling","matched"
"WNT3A_FZD1","WNT3A","wingless-type MMTV integration site family, member 3A","FZD1","frizzled class receptor 1",NA,NA,NA,"HPRD",NA,"FZD1","novel","literature supported","WNT","Secreted Signaling","matched"
"WNT3A_FZD2","WNT3A","wingless-type MMTV integration site family, member 3A","FZD2","frizzled class receptor 2",NA,NA,NA,NA,NA,"FZD2","novel","literature supported","WNT","Secreted Signaling","matched"
